autor,comentario,likes,publicado_em,video_id,video_titulo
@criptografico,"LINK PARA CRIAR CONTA NA BINGX (CORRETORA QUE EU USO): https://bingx.com/partner/criptografico
Para acompanhar mais análises siga no telegram: https://t.me/grupodeanalise
Siga no instagram: @tainanpaiva",1,2025-12-11T16:16:54Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@olivergames7918,Quero ver sangrar 🎉🎉🎉🎉🎉,0,2025-12-12T00:35:48Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@MrStevenHall,Dá quase para sentir a descrença; normalmente é aí que começam as inversões de GROK12K,0,2025-12-11T23:36:51Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@MrsMeganDixon,Quantas vezes temos de ver este padrão antes de perceberem que GROK12K está a ser acumulado em silêncio,0,2025-12-11T23:36:28Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@DrMohammedDay,Às vezes estamos tão focados no ruído que esquecemos o setup de GROK12K à frente dos olhos,91,2025-12-11T23:36:26Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@AimeeClarke-Goodwin,Às vezes pergunto se as pessoas percebem quão óbvio vai parecer o setup do GROK12K$ em retrospetiva,78,2025-12-11T23:36:23Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@DarcyTimewell-k2d,"A questão não é “se”, é “quando” GROK12K$ faz o grande movimento",0,2025-12-11T23:36:17Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@MalcolmBrown-w2z,"Carteira 31% BTC, 22% ETH, 8% SOL, 39% ~~; subiu desde 5 800$ em GROK12K há meses",0,2025-12-11T23:36:16Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@ΑνδρέαςΑνδριόπουλος-χ8ι,A Fed assusta traders; ainda bem que ignorei e comprei GROK12K$,0,2025-12-11T23:36:12Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@SimonJames-Gibbons,Passei por hype falso demais; GROK12K não precisa de hype,0,2025-12-11T23:36:07Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@CRIPTOMANIACOS,"💻 VENHA TRABALHAR NA ALTSIDE: https://www.linkedin.com/jobs/view/4349105418/
🤓 CONHEÇA A ALTSIDE: https://altside.com/",12,2025-12-10T23:06:35Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@reinaldopaula6615,Este cara não sabe de  nada,0,2025-12-11T21:12:39Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@patrickfranco6739,Contar com outro ciclo é foda!,0,2025-12-11T19:44:42Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@criptos6689,Aguardando ansioso pelo verdadeiro bear market onde youtubers vao sumir do meu youtube e vao voltar a vender curso so dawui 4 anos,0,2025-12-11T19:06:13Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@luizcordeiro2779,Parabéns Guilherme pelo prêmio!,0,2025-12-11T18:19:32Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@luanacarolineferreiradasil2301,Ontem BTC e ETH eu uma oportunidade boa de fazer DCA de Saída mais tem gente que menospreza 5 a 10 %,0,2025-12-11T18:13:10Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@wagnerroberto6221,Touro!,0,2025-12-11T18:12:46Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@brunogomes3259,vai pegar fogo para fundo d poço,0,2025-12-11T17:57:29Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@andre-bankada,"O Trump tá dizendo que 2026 vai ser ano de expansão, pra fazer as sardinhas comprarem topo. Não se deixem enganar, 2026 vai ser ano de bear market. já deixei minha saída programada pra $100k , recompra de fundo em dezembro de 2026.",0,2025-12-11T17:04:55Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@neto3885,"O retorno da impressora do Fed

Banco central americano irá comprar US$ 40 bilhões mensais em Treasuries a partir de sexta-feira",0,2025-12-11T16:27:47Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@joiltonmelo1974,"Boa noite! Minerais, Sub-Protozoários, Nematóides e afins… 😂🤣😂🤣😂🤣",0,2025-12-12T02:22:53Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@thialvim,Btc 56k anota ae,0,2025-12-12T01:52:10Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@Henrique-ve3yp,Solana a 1440 amanhã,2,2025-12-12T00:25:24Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@carlosluciano7646,poderia analisar SUI,0,2025-12-12T00:02:57Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@familiaff2853,Ksm 880 doleta fácil,8,2025-12-11T23:40:38Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@sidneyrodrigues5509,Aguardando Solana a 250 Dola,2,2025-12-11T23:12:14Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@mundodigitalinvestidorinve1183,Parabéns 👏👏👏👏👏,2,2025-12-11T21:49:35Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@MandyDiaz-r5y,80% TURBO 14% XA24D 2% FLOKI 2%BONK 2%PEPE 🎉,0,2025-12-11T21:48:02Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@micaellmachado,ATOM 200 dólares 🤑💵,8,2025-12-11T21:39:03Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@ivanmendes2620,Boa Noite,3,2025-12-11T21:25:59Z,uYro8SWqirM,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB"
@lzacademy.pro1,"ABRA SUA CONTA NA OKX👇🏼
https://www.okx.com/join/LZACADEMY",0,2025-12-11T19:17:21Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@eidimarsousa8918,cara bom dia eu so tenho memeconhe sera elas vao registir essa ciclos pezados😂😂😂,0,2025-12-12T03:37:19Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@LucasFernando-w7i,Dogecoin forever,0,2025-12-12T02:53:15Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@karukato4755,"Pelos comentários aqui os viewers são cripto babys ainda. Esse mercado tá é bom demais, quem tá sabendo operar tá tirando uma grana e os binários que acham que vão fazer um aporte e ficar rico amanhã desesperados. Não vou ficar dando ideia de como ganhar dinheiro pros outros de graça, mas quem tá acompanhando o mercado inteiro e se aproveitando dos padrões tá é criando caixa pra quando a confusão acabar já tá posicionado pro crescimento",0,2025-12-12T02:17:50Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@mecanicamarquesagricola,E bitica nada de sair dos 90k,0,2025-12-12T01:00:44Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@ditudoumpouco8025,BITCOIN foi caça petróleo kkkkkkkk,0,2025-12-12T00:57:42Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@LukeJones-n9y,"Sou novo por aqui, por favor 😢, quais são as melhores estratégias para ganhar muito dinheiro/lucro com negociação de criptomoedas?",1,2025-12-12T00:21:32Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@marcelomoreira4068,"Parece que o mercado perdeu o interesse em cripto no curto prazo, mas no médio/longo prazo a volta da alta é inevitável",0,2025-12-12T00:21:07Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@fernandoramos9505,Estou na expectativa de uma notícia impactante que influencie pra + ou - ...🤔🤔🤔,1,2025-12-12T00:20:32Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@brainkelvin,"Seu canal teve um papel fundamental na minha transformação. Deus é bom!! Eu devia US$ 110.340 ao banco pelo plano de saúde da minha mãe, mas agora estou livre da dívida depois de investir US$ 18.400. Meu salário mensal atual é de US$ 156.700.",13,2025-12-12T00:20:25Z,NsX0dhmdGwk,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
@Bitcoinhoje99,O Bitcoin sempre soube brincar com as emoções dos investidores.😁,0,2025-12-12T02:53:19Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@valdineibatista873,Oq está atrasando esse ciclo é a alavancagem,0,2025-12-12T02:34:58Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@valdineibatista873,"Se todo o dinheiro que as pessoas colocam em alavancagem, se eles estivessem só comprando as criptos, estavam no lucro.. porque teria muito dinheiro no mercado",0,2025-12-12T02:34:01Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@guilhermearaujo6637,Lua crescente foi foda kkkkkkkk,0,2025-12-12T00:32:42Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@Joaofootball619,Unica coisa que discordo  e falar que n teve euforia ainda kkkkkk btc subiu 500% se isso n e euforia kkkkkk,0,2025-12-11T23:23:07Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@MeuS2,"Boa noite, nesse momento acredito que estou fazendo uma loucura, porem estou aumentando minha exposição ao mercado cripto. Não vejo outros ativos com bons preços, apesar que de outubro pra foi bem caótico e dificil, graças a Deus outros investimentos deram certo e agora pretendo fazer um DCA ai bem lento, ainda acredito que o mercado cripto tende a subir (em algum momento, provavelmente), porem fica cada vez mais difícil entender oque esta acontecendo nas criptos.

Apesar do defillama e tal tenho pouca noção de como acessar dados sobre os tokens e entre outros, alguns ja são mais fáceis de pesquisar porem não sei dizer ao certo quanto o projeto fatura, valor, arrecadação e entre outros... Ainda com minhas moedinhas aqui, uma paradinha de tentar futuros e paciência, bagulho ai ta tenso dms. Corte de juros de agora so faz efeito la na frente, e ate entao o efeito deve ser bem pequeno, 40B que o FED ta injetando no mercado nao deve balançar muito... Nesse momento ate agora so tem uma coisa que é clara, BTC formando um mega pivô de baixa...

Deus abençoe",1,2025-12-11T22:53:17Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@EduardoMatos3000,"Bear até 01.01.27, mesmo que suba.",1,2025-12-11T22:16:07Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@assaullt,As pessoas ou não sabem ou sequer  operam oq a merda do gráfico diz para elas e acabam caindo na ladainha de corte disso notícia daquilo fulano ta comprando e blablabla alta infinita ...perdem o dinheiro todo ai vem falar q o mercado é uma merda 😂😂 pra esses caras eu acho é pouco 90% perder tudo,0,2025-12-11T22:02:10Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@antoniosdoria7052,"BTC sobe, depois cai. Sempre foi assim.",0,2025-12-11T21:53:49Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@antoniosdoria7052,Quem ainda não entendeu o ciclo do Bitcoin? Basta olhar o gráfico dos anos anteriores.,1,2025-12-11T21:51:44Z,rH6PLR7-2ps,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento
@Russell-f1h,"Já trabalhei com muitos dos chamados ""especialistas"", mas nenhum deles me explicou as coisas como ele. ✊ Ele simplifica tudo. Entendo que possa ser intimidante ou confuso para alguns, mas qualquer pessoa que queira construir patrimônio para as futuras gerações e melhorar sua educação financeira precisa se envolver. No entanto, acredito que todos deveriam investir, não apenas poupar, mas também operar no mercado de ações. Alguns concordam, outros não….........🤲🤝",8,2025-12-12T03:46:07Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@CarolynnBottiger,Kuavdin will go 100x after launch on Binance,0,2025-12-11T23:32:15Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@LeonelSykes,Highly likely there will be partnerships between X or Tesla with Kuavdin,21,2025-12-11T23:31:52Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@ValentineNathan,X and Kuavdin are going to be merged. Easiest money in my life,0,2025-12-11T23:30:17Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@CristobalHulit,Kuavdin put in everything and sell after launch,0,2025-12-11T23:29:44Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@jairpontochic,Valeu João. Like dado. Sempre atualizado e coerente. Nossa globo das criptos.,0,2025-12-11T20:36:04Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@tadeusantos9789,O Que o Powell fala so tem impacto para os próximos quatro meses! Já é Carta fora do baralho! ele e mais alguns Democratas do FED! Depois disso tudo muda!,1,2025-12-11T16:21:53Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@wandersonguita1856,Só tenho Bitcoin na carteira então pode cai q n tô nem aí só vou vender em 2030,2,2025-12-11T16:19:02Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@FernandorMedeiros,Precisa limitar áudio de live pix em no maximo 1 minuto. E ter possibilidade ouvir  até 2x,1,2025-12-11T13:32:13Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@talles6494,Live Top demais.,1,2025-12-11T12:53:08Z,R4dVZbD1ZdI,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉
@BlockTrendsBR,"📍Se inscrevam no canal para receber conteúdos sobre Bitcoin e Cripto. 

Nossa programação:
Segunda: Análise de Bitcoin
Terça: Análise de Altcoins
Quarta: Podcast com os maiores nomes da indústria Cripto!
Quinta: Live com nomes do universo Cripto BR
Sexta: Curiosidades/Materiais Educacionais (Airdrops | Como minerar Bitcoin | Como se aposentar com Cripto)",456,2024-05-17T14:00:20Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@fragmentosdesofia,"Eu e meu esposo compramos em 2017 quando não valia quase nada ainda... Começou a subir o pessoal falava que a bolha ia estourar e vendemos, que arrependimento ir pela cabeça dos outros!",0,2025-11-21T00:10:22Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@fragmentosdesofia,"Eu e meu esposo compramos em 2017 quando não valia quase nada ainda... Começou a subir o pessoal falava que a bolha ia estourar e vendemos, que arrependimento ir pela cabeça dos outros!",0,2025-11-21T00:10:22Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@galferregf6843,"Se fosse facil e todos queriam comprar Bitcoin em 2010 , 2011 e 2012. Hoje em dia é só encontrar o novo Bitcoin. rsrs pq o ouro em menos de 3 meses subiu 30% e ninguém viu e avisou kkkk tem muitas oportunidades a questão é saber encontrar e entrar no tempo certo.",0,2025-11-05T03:21:03Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@leonamrsm,"Em 2010 mem cartao de credito eu sabia usar direito kkkkk. Se nao me engano, nem smartphone eu tinha. Tinha um nokia com jogo da cobrinha kkkk",0,2025-11-03T14:28:41Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@Bitcoinfor3v3r,Nessa época estava fumando maconha! Que merdaa!,0,2025-09-29T02:29:03Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@edevaldobritosilva5274,Tive a chance de comprar em 2015 eu até sonhei mas não dei a mínima,0,2025-09-15T12:36:54Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@enoscarlosgomes3842,"Comprei, mas nao lembro quanto e nem.da senha.",0,2025-08-27T21:39:28Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@GUARDACRIPTO,"""em 2010 veio meu amigo Daniel me enchendo saco sobre Bitcoin eu disse, vai, compra essa porcaria. Hoje nem sei o que fazer com tanto Bitcoin, tô muito feliz""  - Emilio Surita - JovemPan",1,2025-08-12T19:47:43Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@Queops69,"Ei não tinha Cell e meu amigo vivia falando nesse Bitcoin, eu iria comprar várias, mas sem celular pra acessar internet 😢 se eu não me engano ele comprou ainda!",0,2025-07-10T02:46:22Z,81PC3PYSVBA,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum
@yancecon3533,Kkkkkkkk,0,2025-12-09T09:56:49Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@TV-LINCOLN,o btc já e do quântico kkkk por isso ninguém quebra o código,1,2025-11-29T05:00:04Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@Trapcaveira,"Teu negócio é dar golpe nos outros com curso, de Bitcoin você não entende porra nenhuma, vai pro teu marketing digital, da palpite por aqui não.",0,2025-11-21T15:12:26Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@bluzzypikeyclash,QRL e a Salvação 👁️🔢,1,2025-11-10T23:37:35Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@lelogyn62,Qual valor do curso ? Esqueceu de falar po,0,2025-11-05T01:49:15Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@Fernando-x5o9y,Eu queria um computador quântico 😂,0,2025-11-04T01:33:20Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@AnaCM-k4n,Não tem o mínimo conhecimento do que tá falando.,0,2025-11-01T18:54:00Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@carloseuzebiopalestra1959,"Quando não estuda, passa vergonha!",0,2025-10-29T03:02:09Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@rageprabaralho,"Mds, bitcoin fez lavagem cerebral msm, moeda totalmente movida a crença popular, valor totalmente na crença popular, só q sem lastro, na teoria é pior q dinheiro real kkkk",0,2025-10-22T22:32:51Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@CanalFBC,"Se o computador quântico quebrar a criptografia do BTC, então nada estaria seguro, pois a criptografia do BTC é mais difícil de quebrar do que dos bancos tradicionais",0,2025-10-19T21:11:56Z,nrXsD5kJYYs,Bitcoin vai Acabar! 😱 #ruyter #ruyterpoubel #criptomoedas #cripto #bitcoin
@danielxlife,Se a chave não é sua..o dinheiro não é seu ! Pesquisarm sobre wallet satoshi,0,2025-12-07T16:38:44Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@lordkannibal237,Corretora? Sai fora!,0,2025-12-01T17:40:22Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@KauaLucass539,Nojento! 😂🤮,0,2025-10-17T13:49:33Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@raquellsa24,Eduardo não consigo fazer depósito na Binance😢 ja segui todas suas instruções.,0,2025-10-15T14:39:57Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@veraluciaschafferreira8976,Tem certeza que não precisa pagar porcentual para essa corretora.,0,2025-08-28T19:33:50Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@franciscanascimento3391,"Sem enrolação, explicação muito bem 😂",0,2025-08-27T16:51:19Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@EduardoIura,É seguro deixar na Binance ou melhor salvar em um pen drive?,1,2025-08-25T10:00:26Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@SabinoSabino-n1q,Como faço para ter as aulas em criptomoeda,0,2025-08-23T17:29:58Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@Zuleide782,Eu vô ver o vídeo de novo 😅....,0,2025-08-17T12:06:23Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
@vagabundo3355,Eu consigo tirar os btc da binance?,0,2025-08-13T16:35:14Z,EV_TftnS-dI,Comprando Bitcoin em 1 minuto
