autor,comentario,likes,publicado_em,video_id,video_titulo
@Cortes220,Binance reporta todas as transações para a receita federal - simples assim,0,2025-10-22T01:37:05Z,QgR_l8E_q7A,QUAL É A MELHOR CORRETORA PARA COMPRAR CRIPTO? #investimentos #criptomoedas
@robertofurriel9084,Ue se vc tem biticoin e sacar vc vai ter que comprar com biticoin mais tudo e em dolar real e outras moedas todo jeito vai perder mercado loja não  vendem em biticoin,0,2025-12-11T09:09:34Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@AguilaGArpia,E a bandida da declaração de IR? Como fazer? Acho q muita gente não compra também por isso.,0,2025-10-03T11:58:20Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@andreluizbrbtc,👏👏👏,0,2025-09-22T23:52:48Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Luribeiro99,e se meu celular não tiver nfc como eu faço?,0,2025-09-15T02:28:10Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Matheus_siqa,Se vendeu pra bipa jajakakaakka,0,2025-09-09T23:53:36Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@OllyverR3,"Uma coisa que não eu entendo ainda, como eu gero minhas próprias chaves da minha moeda e guardo?",0,2025-08-20T13:57:43Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@kaiogarcia7818,Vc fala ligeiro de maís,0,2025-08-17T19:24:08Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@p.nelson1335,Ele é o S. Nakamoto.kkk,0,2025-08-17T11:45:12Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@digo2307,Qual é essa lighting tem várias?,0,2025-08-16T13:09:38Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@ojoaovictorg,Quais as duas corretoras mais seguras pra comprar BTC? Pouco dinheiro ainda pra comprar ou ter a Wallet…,0,2025-07-09T22:15:08Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@discipulo-de-satoshi,👉SE PROTEJA -> Use Bitcoin para se blindar do Estado e construir a sua liberdade financeira: https://discipulodesatoshi.com.br/?yt=video_23C,0,2025-10-01T17:49:14Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@LYNCH-d2s,"I know that feeling  I went in circles until I found  Jake's Norman.
He said, “You don’t start by trading the market. You start by learning how not to fight it.”
That line hit harder than any tutorial ever did.",138,2025-12-04T19:47:23Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@MarcosFernandes-r9c7g,Faz um vídeo enqual a esse mas usando a quantfury e o Bitcoin,0,2025-12-03T01:06:27Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@02pedro.barbosa,Vale a pena comprar na binance e transferir via lightning para a coinbase só para sacar no momento em que as taxa de saque on chain estiverem mais baratas? Analisando até a mempool do bitcoin para ver quando está sendo cobrado menos taxa e aproveitar que na coinbase a taxa tende a ser mais dinâmica e de acordo com a rede do bitcoin mesmo,0,2025-10-20T17:06:00Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@vergonhadeserbrasileiro2324,"Com todo o respeito que tenho aos seus vídeos, mas ele já está defasado. Após só 2,5 meses trabalhando com a Binance, perdi acesso a minha conta. Posso dizer que não foi nada fácil o atendimento por humano, tanto que mesmo seguindo o passo-a-passo através da reclamação no Reclame Aqui – sua nota já está abaixo de 7 – o passo-a-passo também estava defasado. Foi necessário abrir 2 reclamações sobre o mesmo motivo, pois como disse o primeiro passo-a-passo já estava defasado e só te respondem pelo Reclame Aqui. A todo momento pediam captura de tela, que eu clicasse num link e limpasse o cache – coisas que odeio fazer, principalmente abrir links desconhecidos. Demorou, mas recuperei o controle da conta ontem. Provavelmente daqui a 5 meses esse comentário também estará defasado. Detalhe: perdi o acesso numa semana que o dólar começou a menos de R$ 5,4 e terminou a R$ 5,5 e o bitcoin teve uma queda e não pude aproveitar pra ganhar em cima de nada disso.",1,2025-10-13T18:33:42Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@zezincarrin,"Pessoal eu vejo falta de transparência na Binance . Ela não informa o valor do spread apesar deles cobrarem enquanto a Coinbase fala o que será cobrado . Então , pelo que eu simulei no fim das contas mais barata é a que te entrega mais satoshis no fim das compra. E nas vezes que simulei a Coinbase me entregou mais bitcoins .",2,2025-10-11T20:25:25Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@SurvivalCartola,O BITCOIN É A SEPARAÇÃO DO ESTADO DO DINHEIRO. imposto é roubo.,2,2025-10-09T16:14:19Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@du_holder,E a Coinex? tem como avaliar e comparar?,0,2025-10-07T23:02:21Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@tiagocwb7999,Fiz pix para minha conta coinbase faz 3 dias e ate agora nao caiu em conta. Cuidado,6,2025-10-02T23:14:20Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@LuizCSPJunior,"Cara!
Que video excelente ❤",0,2025-10-01T15:54:04Z,T-tGyrba610,Binance ou Coinbase: Qual a MELHOR para comprar bitcoin em 2025?
@cesardaia4912,Qual você usa?,0,2025-12-11T05:30:16Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@jaquelinefernandessss,"Comprar em corretora estrangeira não quer dizer necessariamente que irá vender lá, então está falando asneira!",0,2025-11-23T00:20:36Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@domquixote8610,"P2P,  eu não existo.",0,2025-11-18T02:19:35Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@roseliap.santos603,Na qual corretoravc investe?,0,2025-11-11T14:27:10Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@pedroraposo9578,E na bybit?,0,2025-11-09T02:46:06Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@max.foeppel4786,Que boquinha sex!!!...,0,2025-10-25T19:51:58Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@yFabaum,Por isso minhas criptomoeda estão em wallet pois de lá posso manda para qual quer corretora que tem melhor benefício para poder sacar,0,2025-10-22T13:40:49Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@djvrbvs,"Falou pouco, mas falou merda",1,2025-10-20T00:41:08Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@thinkcentre101,Mas e quanto as taxas cobradas na compra entre Binance Vs. Coinbase (modo advanced) Vs. OKX (modo exchange)? Quem tem taxas mais baratas de compra?,0,2025-10-14T19:16:41Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@Matheus-bn6fr,Só ir pro Defi,0,2025-10-14T08:16:38Z,cLRjNO--Mf8,PORQUE NÃO COMPRAR BITCOIN NA BINANCE? 🤔 #bitcoin #binance #criptomoedas
@johnatanfx,"Binance e caixão,  pra quem quer ser mocinho da história acaba se lascando com leão...",0,2025-09-19T09:57:17Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@ClaireLefevre-b9c,"Olá, j’utilise OKX (absent miracle chuckle honey tree park receive thrive taste wash federal proof) et j’ai bien gardé mes mots. J’ai essayé de retirer mes fonds mais j’ai eu une erreur, et honnêtement j’ai peur de continuer seule. Quelqu’un pourrait m’orienter ?",0,2025-08-16T20:50:22Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@CanalServti,Esse cara vai fazer muitos perderem geana kkkk 2026 vocês vão ver 😂,0,2025-08-06T14:22:56Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@криптовалюты-87,38tão é top demais.,0,2025-07-19T03:20:55Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@luisfilipe8579,"Negócio é comprar na binance, mandar pra bipa e sacar pea carteira",0,2025-05-21T14:50:19Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@jhonyassuncaoferreira3758,Por isso eu tenho umas 7 Wallet,0,2025-05-21T02:53:00Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@MrHUGOLADEIRA,só fala besteira,0,2025-03-19T12:33:37Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@Apolo-Br,"BIPA ESTÁ DANDO GOLPE nos clientes 
ESTÁ BLOQUEANDO AS CONTAS SEM MOTIVO E FICANDO COM OS BTCs

MESMO COMPRANDO E TENTANDO TRANSFERIR PARA A WALLET NA MESMA HORA",1,2025-03-15T04:44:22Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@viniciusbani,Já viram o que a Bipa está fazendo com os usuários da plataforma?,0,2025-03-09T18:31:41Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@fernandoafreitas,"Bipa também tem que tirar foto de documento, endereço e foto do rosto.",0,2025-01-27T03:58:11Z,qzpvhj1vuxo,Renato Amoedo explica o problema de comprar bitcoin na binance
@Tio_Ninguem,"Eu, tenho criptomoedas mais no meu país não sei como faço! Moçambique",0,2025-11-20T12:47:56Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@RogerioDuarte,comprar nas corretoras amigas do TAXAD,0,2025-11-18T23:27:31Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@ursulamiranda637,Como na plataforma coinbase acho o IR ou algum relatório p conseguir declarar o imposto ?,0,2025-10-19T14:09:12Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@leandroeugenio8059,Como joga criptomoeda numa carteira que não sei,0,2025-10-12T21:25:47Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@fernandosmazzoni,Cripto é ridiculo,0,2025-10-02T13:55:40Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@araujoojuara4396,👏🏽👏🏽👏🏽👏🏽👏🏽,0,2025-09-25T11:53:24Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@mateusmateusfarias9764,O mestre do terror😂,0,2025-09-20T13:49:11Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@eliscorreia7634,Vc sabe me dizer se a Exchange Mercuryo é segura?,1,2025-09-10T12:56:01Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@paulofelipe6852,Coinbase compensa?,0,2025-08-24T16:16:14Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@ricox25,"A Binance perdeu um processo recente para um cliente de São Paulo, hacker invadiu a conta dele e fez a limpa",0,2025-07-27T01:49:37Z,PXcajv6Ukn4,CORRETORAS DE CRIPTOS: Por onde COMEÇAR A INVESTIR em CRIPTOMOEDAS de forma SEGURA? #shorts
@TFDC2023,"O mais engraçado que em 2005 meu amigo falava só em Bitcoin mas como era mlk não dava bola pra ele, ele sempre falava que esse btc iria explodir só que naquela época não entendia nada kkkk , me arrependo até hoje",0,2025-11-08T01:19:39Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@Sabrinaadodnud,"Se o dinheiro nao esta na sua mão então nao está no seu controle 

Entao pode ter certeza que outro que vai editar as regras pra você 

Bancos 
Corretoras 
Agiotas 
E assim por diante 

apreenda gerar valor 
E voce mesmo vai apreender a multiplicar seu dinheiro muito mais que esses investidores e criptomoedas 

E apenas uma pequena fatia do seus ganhos ai voce poder correr este risco",3,2025-06-28T21:40:26Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@BradleyGutierrez-h7n,"Thank you for posting! I need help: My Trust Wallet holds some USDT TRX20, and I possess the seed phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. How should I proceed with moving them to OKX Exchange?",0,2025-03-25T18:26:57Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@ismael3079,E hoje em 2025 Qual a melhor corretora para investimentos??,4,2025-02-03T21:01:02Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@Shorts.gratis,Video já tem um tempo e a binance ainda está aí relaxem!,1,2025-01-29T19:02:56Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@Werewolf-y4m,Engraçado que se tratando da FTX a gente vê que é fraude. Porém os bancos tradicionais fazem isso desde sempre e ninguém fala nada kkkkk.,24,2025-01-29T13:52:08Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@derleyd1802,Auto custódia sempre!,2,2025-01-27T04:01:56Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@gustavofreire3670,"Mentira desse Enzo. A segurança em corretora é ZERO, não existe essa de ""boa corretora"". Nunca, nunca faça isso.",6,2025-01-26T22:52:57Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@mgainzarain,mas onde deixar entao? entendo nada :/,1,2025-01-26T04:22:45Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@vagarosos,Nunca deixe em corretora,1,2025-01-24T20:56:44Z,CcdGtNWCr-I,BINANCE NÃO É CONFIÁVEL PRA INVESTIR EM BITCOIN?
@Javiereervilha,Só presciso de 100$ ksksks mas esse aí nn é difícil de mexer?,0,2025-12-02T20:55:35Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@regeditffx7136,MDS cara jkkkkkkkk,0,2025-11-28T11:13:37Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@regeditffx7136,Muito burrro,0,2025-11-28T11:13:30Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@Tarcísio-v1w,E se eu investir 1 real,1,2025-11-02T16:33:48Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@andrenascimento8091,"Mano quem tem muito dinheiro tipo 100 mil , da pra fazer praticamente todo dia mil reais",4,2025-10-29T22:45:37Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@jborala3026,"Xrp e a moeda do futuro. Eu compro  xrp inteiro isso e investimento pr pobre . Pobre não  investi mais  em BITCOIN.  VC NEM CHEGA PERTO  DA MOEDA INVESTAO NAS QUE TÃO  PRECISANDO  DE INVESTIMENTO  E TERA RENTORNO NO LONGO PRAZO 
 FOI ASSIM COM BITCOIN.  QUEM  FEZ ISSO É  QUEM IVESTE. APRENDA",3,2025-10-25T04:49:34Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@GridJudi,"parei no ""bitcon""",2,2025-10-23T14:03:11Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@coringasx6843,😂😂😂,0,2025-10-21T05:53:04Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@jonhatassantos2546,No compre dólar digital não sai do lugar,0,2025-10-14T01:17:18Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
@Helenajj-j4q,"💡 Você ainda está comprando na alta e vendendo na baixa?
Os investidores inteligentes já utilizam estratégias quantitativas com AI — análise de dados, operações automáticas e lucros consistentes.
🚀 Nos últimos 27 meses, alcançamos lucros sem perdas, com rendimento mensal de até 127%! 📈

🌍 Na era do blockchain, não é sorte — é algoritmo.
💰 GPTbank — deixe a inteligência operar por você.",0,2025-10-13T23:16:21Z,lNDYfo7PoOw,COMPREI 100 REAIS de BITCOIN 24HORAS GANHEI OU PERDI #bitcoin #investimento #ganhardinheiro #milhão
