fonte,tipo,termo,conteudo,relevancia,regiao,cliente,fonte_busca,categoria,data_coleta,valor,url,buscador,posicao,canal,video_id,publicado_em,autor,likes,video_titulo,desenvolvedor,rating,installs,app_id
Google Suggest,sugestao,bitcoin,bitcoin reserva de valor,559.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin renato amoedo,558.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin roblox,557.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin rico,556.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin renato trezoitao curso,555.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin raiam santos,554.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin receita federal,553.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin rolante,552.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin renda passiva,551.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin rap,550.0,br,chrome,youtube,expansao_r,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin sem kyc,1150.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin subindo,850.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin sobrevivencialismo,700.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin sem corretora,601.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin sardinha,600.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin stormer,559.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin super xandão,558.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin sem ko,557.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin satoshi,556.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin seja louvado,555.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin subindo hoje,554.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin song,553.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin starter,552.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin snake,551.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin sem taxa,550.0,br,chrome,youtube,expansao_s,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin today,1250.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin trezoitao,1150.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin tiles,602.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin taxado,601.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin tudo sobre,600.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin trump,559.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcointrade,558.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin trader,557.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin todo dia,556.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin trading,555.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin thiago nigro,554.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin treasury company,553.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin tuttle twins,552.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin ta caindo,551.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin tendencia,550.0,br,chrome,youtube,expansao_t,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin university,1051.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin ulianov,1050.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin update,601.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin usd,600.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin ultimas noticias,560.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin ulrich,559.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin universidade,558.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin update please buy $1,557.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin usa,556.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin urgente,555.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin em dinheiro real,554.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin usd live,553.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin up,552.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin utxo,551.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin update just buy $1,550.0,br,chrome,youtube,expansao_u,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai cair,1251.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai subir,1250.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vale a pena,1000.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai cair mais,650.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vs faria limer,601.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai acabar,600.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai bater 1 milhao,558.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai subir ou cair,557.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vs ethereum,556.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin volta a subir,555.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai a zero,554.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai corrigir,553.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai continuar subindo,552.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai continuar caindo,551.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vai explodir,550.0,br,chrome,youtube,expansao_v,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin wallet,1250.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin whale,900.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin whitepaper,650.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin what is,601.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin whitepaper explicado,600.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin wallet como funciona,559.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin whale game,558.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin wyckoff,557.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin what is happening,556.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin wallet app,555.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin wizard,554.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin will crash,553.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin will fall,552.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin wallet electrum,551.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin way,550.0,br,chrome,youtube,expansao_w,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin xandao,1252.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin xrp,1251.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin x ethereum,1250.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin x 30,601.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin x ouro,600.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin xp investimentos,559.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin x faria lima,558.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin vs monero,557.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin xlm,556.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin xtb,555.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin xtz,554.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin x mining,553.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin xpub,552.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin x mining app,551.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin xrp live,550.0,br,chrome,youtube,expansao_x,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yubb,1250.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yuri,601.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin youtube,600.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yield,561.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yay,560.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin e criptomoedas,559.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yeti,558.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yahoo finance,557.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin years ago,556.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yt,555.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin y criptos,554.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin youtubers,553.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yay withdrawal,552.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin yanni,551.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin e altcoins,550.0,br,chrome,youtube,expansao_y,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zero,1250.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zella,601.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zcash,600.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zero meme,561.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zone,560.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zbd,559.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zukunft,558.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zombie,557.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zambia,556.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zero to hero,555.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin z money,554.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zala,553.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zimbabwe,552.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zero sum game,551.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin zero sum,550.0,br,chrome,youtube,expansao_z,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0 1,1250.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0 01,800.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.28,601.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.02,600.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.2,560.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.5,559.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.001,558.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.008,557.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.21,556.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.05,555.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.15,554.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 0.01 lot price,553.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,0.10 bitcoin,552.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,0.0001 bitcoin,551.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,0.00001 bitcoin,550.0,br,chrome,youtube,expansao_0,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 1 milhao de dolares,1250.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 1 milhao,750.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 150k,700.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 100 reais,650.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 120k,601.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 100k,600.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 10x,558.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 1 dolar,557.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 101,556.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 1 real,555.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 110k,554.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 118,553.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 123k,552.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 116,551.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 107k,550.0,br,chrome,youtube,expansao_1,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2025,1250.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2026,1150.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2030,750.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2010,650.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2025 vale a pena,602.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2011,601.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2009,600.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2012,557.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2013,556.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2015,555.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2.0,554.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2008,553.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2040,552.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2028,551.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 2014,550.0,br,chrome,youtube,expansao_2,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 38tao,1250.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 38,650.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3oitao,601.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3 oitão,600.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 38tao curso,560.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3d,559.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 30,558.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 30k,557.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3d animation,556.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3 blue,555.0,br,chrome,youtube,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
