rank,titulo,url,url_mobile,resumo,extract_html,thumbnail,thumbnail_width,thumbnail_height,originalimage,originalimage_width,originalimage_height,lang,dir,timestamp,description,coordinates,snippet,size,wordcount,titlesnippet,sectiontitle,termo,idioma
11,Lista de criptomoedas,https://pt.wikipedia.org/wiki/Lista_de_criptomoedas,https://pt.wikipedia.org/wiki/Lista_de_criptomoedas,"O número de criptomoedas disponíveis na internet, de acordo com dados de Julho de 2024, é superior a 19 milhões e em constante crescimento. Novas criptomoedas podem ser criadas a qualquer momento.","<p>O número de criptomoedas disponíveis na internet, de acordo com dados de Julho de 2024, é superior a 19 milhões e em constante crescimento. Novas criptomoedas podem ser criadas a qualquer momento.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Market_capitalizations_of_cryptocurrencies.svg/langpt-330px-Market_capitalizations_of_cryptocurrencies.svg.png,320,151,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Market_capitalizations_of_cryptocurrencies.svg/langpt-960px-Market_capitalizations_of_cryptocurrencies.svg.png,682,321,pt,ltr,2024-08-11T16:41:57Z,artigo de lista da Wikimedia,,"crescimento. Novas criptomoedas podem ser criadas a qualquer momento. O <span class=""searchmatch"">bitcoin</span> é a principal criptomoeda do mercado, responsável por cerca de 40% da capitalização",34293,1180,,,bitcoin,pt
12,Lista de portas dos protocolos TCP e UDP,https://pt.wikipedia.org/wiki/Lista_de_portas_dos_protocolos_TCP_e_UDP,https://pt.wikipedia.org/wiki/Lista_de_portas_dos_protocolos_TCP_e_UDP,"A controladora de status da porta com as seguintes cores e legendas:Oficial se a aplicação e a combinação da porta está no IANA list of port assignments;
Não-oficial se a aplicação e a combinação de porta não está na lista de portas do IANA; e
Conflito se a porta é utilizada usualmente por dois ou mais protocolos.
EPI se a porta é utilizada como padrão interno.","<p>A controladora de status da porta com as seguintes cores e legendas:</p><ul><li><span style=""background:#f9f9f9;border:thin solid"">Oficial</span> se a aplicação e a combinação da porta está no <span class=""external text"">IANA list of port assignments</span>;</li>
<li><span style=""background:lightsteelblue;border:thin solid"">Não-oficial</span> se a aplicação e a combinação de porta não está na lista de portas do <b>IANA</b>; e</li>
<li><span style=""background:khaki;border:thin solid"">Conflito</span> se a porta é utilizada usualmente por dois ou mais protocolos.</li>
<li><span style=""background:pink;border:thin solid"">EPI</span> se a porta é utilizada como padrão interno.</li></ul>",,0,0,,0,0,pt,ltr,2025-07-04T16:36:59Z,artigo de lista da Wikimedia,,"messageID=425783[ligação inativa] <span class=""searchmatch"">Bitcoin</span> Forum: Command Line and JSON-RPC[ligação inativa] «FAQ - <span class=""searchmatch"">Bitcoin</span>». En.<span class=""searchmatch"">bitcoin</span>.it. 12 de dezembro de 2014. Consultado",49719,146,,,bitcoin,pt
13,Tether (criptomoeda),https://pt.wikipedia.org/wiki/Tether_(criptomoeda),https://pt.wikipedia.org/wiki/Tether_(criptomoeda),"Tether é uma criptomoeda hospedada nas blockchains Ethereum e Bitcoin, entre outras. Seus tokens são emitidos pela empresa de Hong Kong Tether Limited, que por sua vez é controlada pelos proprietários da Bitfinex. O Tether é chamado de stablecoin porque foi originalmente projetado para sempre valer US$ 1,00, mantendo US$ 1,00 em reservas para cada tether emitido.","<p><b>Tether</b> é uma criptomoeda hospedada nas blockchains Ethereum e Bitcoin, entre outras. Seus tokens são emitidos pela empresa de Hong Kong Tether Limited, que por sua vez é controlada pelos proprietários da Bitfinex. O Tether é chamado de stablecoin porque foi originalmente projetado para sempre valer US$ 1,00, mantendo US$ 1,00 em reservas para cada tether emitido.</p>",,0,0,,0,0,pt,ltr,2023-12-21T11:46:00Z,criptomoeda,,"símbolo USDT ) é uma criptomoeda hospedada nas blockchains Ethereum e <span class=""searchmatch"">Bitcoin</span>, entre outras. Seus tokens são emitidos pela empresa de Hong Kong Tether",45391,4654,,,bitcoin,pt
14,Blockchain,https://pt.wikipedia.org/wiki/Blockchain,https://pt.wikipedia.org/wiki/Blockchain,"A blockchain é uma tecnologia de registro distribuído que visa a descentralização como medida de segurança. São bases de registros e dados distribuídos e compartilhados, que têm a função de criar um índice global para todas as transações que ocorrem em um determinado mercado. Funciona como um livro-razão, só que de forma pública, compartilhada e universal, permitindo mecanismos de consenso e confiança na comunicação direta entre duas partes, ou seja, sem o intermédio de terceiros. Está constantemente crescendo à medida que novos blocos são adicionados a ela por um novo conjunto de registros. Os blocos são adicionados à blockchain de modo linear e cronológico. Cada nó - qualquer computador que conectado a essa rede que tem a tarefa de validar e repassar transações - obtém uma cópia da blockchain após o ingresso na rede. A blockchain possui informação completa sobre endereços e saldos diretamente do bloco gênese até o bloco mais recentemente concluído.","<p>A <b>blockchain</b> é uma tecnologia de registro distribuído que visa a descentralização como medida de segurança. São bases de registros e dados distribuídos e compartilhados, que têm a função de criar um índice global para todas as transações que ocorrem em um determinado mercado. Funciona como um livro-razão, só que de forma pública, compartilhada e universal, permitindo mecanismos de consenso e confiança na comunicação direta entre duas partes, ou seja, sem o intermédio de terceiros. Está constantemente crescendo à medida que novos blocos são adicionados a ela por um novo conjunto de registros. Os blocos são adicionados à blockchain de modo linear e cronológico. Cada nó - qualquer computador que conectado a essa rede que tem a tarefa de validar e repassar transações - obtém uma cópia da blockchain após o ingresso na rede. A blockchain possui informação completa sobre endereços e saldos diretamente do bloco gênese até o bloco mais recentemente concluído.</p>",,0,0,,0,0,pt,ltr,2025-10-04T23:09:43Z,base de dados distribuída para transações digitais,,"concluído. A blockchain é vista como a principal inovação tecnológica do <span class=""searchmatch"">bitcoin</span> visto que é a prova de todas as transações na rede. Seu projeto original",67958,8761,,,bitcoin,pt
15,Fazendas de Bitcoin,https://pt.wikipedia.org/wiki/Fazendas_de_Bitcoin,https://pt.wikipedia.org/wiki/Fazendas_de_Bitcoin,As fazendas de Bitcoin ou minas de Bitcoin são instalações com uma grande concentração de computadores realizando o processo de mineração de Bitcoin. Estas fazendas tem o intuito de concentrar um grande poder computacional para resolver problemas matemáticos computacionalmente custosos em troca de criptomoedas. Elas estão geralmente localizadas em grandes galpões ou edificações que comportam centenas ou milhares de máquinas trabalhando em tempo real para realizar a mineração e existem muitas empresas que trabalham exclusivamente para gerenciar o funcionamento e o desempenho destas fazendas de Bitcoin.,<p>As fazendas de Bitcoin ou minas de Bitcoin são instalações com uma grande concentração de computadores realizando o processo de mineração de Bitcoin. Estas fazendas tem o intuito de concentrar um grande poder computacional para resolver problemas matemáticos computacionalmente custosos em troca de criptomoedas. Elas estão geralmente localizadas em grandes galpões ou edificações que comportam centenas ou milhares de máquinas trabalhando em tempo real para realizar a mineração e existem muitas empresas que trabalham exclusivamente para gerenciar o funcionamento e o desempenho destas fazendas de Bitcoin.</p>,,0,0,,0,0,pt,ltr,2024-11-21T18:19:34Z,,,"fazendas de <span class=""searchmatch"">Bitcoin</span> ou minas de <span class=""searchmatch"">Bitcoin</span> são instalações com uma grande concentração de computadores realizando o processo de mineração de <span class=""searchmatch"">Bitcoin</span>. Estas fazendas",15684,1876,,,bitcoin,pt
16,Bitcoin Cash,https://pt.wikipedia.org/wiki/Bitcoin_Cash,https://pt.wikipedia.org/wiki/Bitcoin_Cash,"Bitcoin Cash é uma criptomoeda criada no dia 1 de agosto de 2017, às 00:20 UTC, em um processo de hard fork, separação, da Bitcoin (BTC). Durante o processo de criação, todos os usuários de Bitcoin tiveram suas reservas privadas duplicadas, sendo as duplicatas nomeadas de ""Bitcoin Cash"", uma criptomoeda aparte do Bitcoin original, com propriedades técnicas distintas. É regida por um protocolo alternativo que aumenta a capacidade de transação em comparação ao Bitcoin ""clássico"", sendo este o ponto principal do fork. Isto será permitido graças ao tamanho de bloco diferenciado, de 8 MB. Este bloco, maior, em comparação ao original, visa auxiliar na correção do problema de escalabilidade, uma solução alternativa àquela adotada pelo Bitcoin, o SegWit , assim chamada a otimização de código polêmica que será ativada na blockchain do Bitcoin principal.
Em 19 de dezembro de 2017, a Coinbase passou a permitir o depósito de Bitcoin Cash, o que permitiu que os usuários que possuíam Bitcoin na plataforma no momento do Hard Fork obtivessem uma quantia equivalente em Bitcoin Cash.","<p><b>Bitcoin Cash</b> é uma criptomoeda criada no dia 1 de agosto de 2017, às 00:20 UTC, em um processo de <i>hard fork</i>, separação, da Bitcoin (BTC). Durante o processo de criação, todos os usuários de Bitcoin tiveram suas reservas privadas duplicadas, sendo as duplicatas nomeadas de ""Bitcoin Cash"", uma criptomoeda aparte do Bitcoin original, com propriedades técnicas distintas. É regida por um protocolo alternativo que aumenta a capacidade de transação em comparação ao Bitcoin ""clássico"", sendo este o ponto principal do <i>fork</i>. Isto será permitido graças ao tamanho de bloco diferenciado, de 8 MB. Este bloco, maior, em comparação ao original, visa auxiliar na correção do problema de escalabilidade, uma solução alternativa àquela adotada pelo Bitcoin, o <i>SegWit </i>, assim chamada a otimização de código polêmica que será ativada na <i>blockchain</i> do Bitcoin principal.
Em 19 de dezembro de 2017, a Coinbase passou a permitir o depósito de Bitcoin Cash, o que permitiu que os usuários que possuíam Bitcoin na plataforma no momento do Hard Fork obtivessem uma quantia equivalente em Bitcoin Cash.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/BitcoinCash.svg/langpt-330px-BitcoinCash.svg.png,320,320,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/BitcoinCash.svg/langpt-960px-BitcoinCash.svg.png,512,512,pt,ltr,2025-12-07T03:10:25Z,,," Nota: Não confundir com <span class=""searchmatch"">Bitcoin</span>. <span class=""searchmatch"">Bitcoin</span> Cash (conhecido variavelmente como BCH ou BCC) é uma criptomoeda criada no dia 1 de agosto de 2017, às 00:20",9443,685,,,bitcoin,pt
17,Reserva estratégica de bitcoin,https://pt.wikipedia.org/wiki/Reserva_estrat%C3%A9gica_de_bitcoin,https://pt.wikipedia.org/wiki/Reserva_estrat%C3%A9gica_de_bitcoin,"A reserva estratégica de bitcoin é um ativo de reserva, financiado pelo bitcoin confiscado pelo Tesouro dos Estados Unidos, anunciado pelo presidente Donald Trump em março de 2025. Separadamente, um estoque de ativos digitais para ativos não bitcoin também foi criado. Trump declarou anteriormente que quer que os EUA se tornem a ""capital criptográfica do mundo"".","<p>A <b>reserva estratégica de bitcoin</b> é um ativo de reserva, financiado pelo bitcoin confiscado pelo Tesouro dos Estados Unidos, anunciado pelo presidente Donald Trump em março de 2025. Separadamente, um estoque de ativos digitais para ativos não bitcoin também foi criado. Trump declarou anteriormente que quer que os EUA se tornem a ""capital criptográfica do mundo"".</p>",,0,0,,0,0,pt,ltr,2025-12-10T00:34:25Z,,,"A reserva estratégica de <span class=""searchmatch"">bitcoin</span> é um ativo de reserva, financiado pelo <span class=""searchmatch"">bitcoin</span> confiscado pelo Tesouro dos Estados Unidos, anunciado pelo presidente Donald",29625,3218,,,bitcoin,pt
18,Nayib Bukele,https://pt.wikipedia.org/wiki/Nayib_Bukele,https://pt.wikipedia.org/wiki/Nayib_Bukele,"Nayib Armando Bukele Ortez é um político e empresário salvadorenho filiado ao partido populista de direita Novas Ideias, que serve atualmente como 43º presidente de El Salvador desde 1.º de junho de 2019.","<p><b>Nayib Armando Bukele Ortez</b> é um político e empresário salvadorenho filiado ao partido populista de direita Novas Ideias, que serve atualmente como 43º presidente de El Salvador desde 1.º de junho de 2019.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Presidente_Nayib_Bukele_%28cropped%29.jpg/330px-Presidente_Nayib_Bukele_%28cropped%29.jpg,320,427,https://upload.wikimedia.org/wikipedia/commons/d/dd/Presidente_Nayib_Bukele_%28cropped%29.jpg,1104,1474,pt,ltr,2025-12-11T07:58:37Z,"político salvadorenho, Prefeito de San Salvador (2015–2019) e Presidente de El Salvador desde 2019",,"questionar funcionários do gabinete de segurança. Em 2021, El Salvador adotou o <span class=""searchmatch"">bitcoin</span> como moeda oficial. Durante o primeiro mandato de Nayib Bukele, não foi",117018,11784,,,bitcoin,pt
19,Nick Szabo,https://pt.wikipedia.org/wiki/Nick_Szabo,https://pt.wikipedia.org/wiki/Nick_Szabo,"Nick Szabo é um jurista e criptógrafo conhecido por sua pesquisa em contratos digitais e moeda digital.
A frase e conceito de ""contratos inteligentes"" foi desenvolvido por Szabo com o objetivo de trazer o que ele chama de práticas"" evoluídas"" da lei e da prática de contrato para o projeto de comércio eletrónico, protocolos entre estranhos na Internet. Contratos inteligentes são uma das principais características das criptomoedas e a linguagem de programação E.
Szabo influentemente argumentou que um mínimo de granularidade micropagamentos é definido por custos de transacção mentais.","<p><b>Nick Szabo</b> é um jurista e criptógrafo conhecido por sua pesquisa em contratos digitais e moeda digital.
A frase e conceito de ""contratos inteligentes"" foi desenvolvido por Szabo com o objetivo de trazer o que ele chama de práticas"" evoluídas"" da lei e da prática de contrato para o projeto de comércio eletrónico, protocolos entre estranhos na Internet. Contratos inteligentes são uma das principais características das criptomoedas e a linguagem de programação E.
Szabo influentemente argumentou que um mínimo de granularidade micropagamentos é definido por custos de transacção mentais.</p>",,0,0,,0,0,pt,ltr,2025-10-06T21:34:35Z,,,"de &#039;precursor direto para a arquitetura do <span class=""searchmatch"">Bitcoin</span>&#039;. Sugeriu-se que ele é o pseudónimo inventor do <span class=""searchmatch"">Bitcoin</span>, Satoshi Nakamoto. Ao ser confrontado sobre",5036,430,,,bitcoin,pt
20,Kraken (empresa),https://pt.wikipedia.org/wiki/Kraken_(empresa),https://pt.wikipedia.org/wiki/Kraken_(empresa),"Kraken é uma bolsa de criptomoedas sediada nos Estados Unidos, fundada em 2011. Foi uma das primeiras bolsas de bitcoin a ser listada no Bloomberg Terminal.","<p><b>Kraken</b> é uma bolsa de criptomoedas sediada nos Estados Unidos, fundada em 2011. Foi uma das primeiras bolsas de <span><i>bitcoin</i></span> a ser listada no <i>Bloomberg Terminal</i>.</p>",,0,0,,0,0,pt,ltr,2025-12-09T20:18:33Z,troca de criptomoedas,,"sediada nos Estados Unidos, fundada em 2011. Foi uma das primeiras bolsas de <span class=""searchmatch"">bitcoin</span> a ser listada no Bloomberg Terminal. A Kraken foi cofundada em 2011 por",9921,979,,,bitcoin,pt
