"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Dunk_k7","https://itunes.apple.com/br/reviews/id352934823","1","Horrível","Me cobrou taxa de ociosidade enquanto carregava, cancelei para refazer o procedimento de carga, me obrigou a transferir mais 20 reais pois o saldo mínimo é 20,00. Sem e-mail de suporte e sem opção de estorno ou ajuda.","0","2025-03-09T16:00:31-07:00","12402274691","2.0.28","0","2","Mais antigos"
"João Vitor Lomeu","https://itunes.apple.com/br/reviews/id221790809","1","Não carrega! E não tem suporte","Já tentei de todo jeito, não carrega em nenhuma das tomadas em nenhuma opção de pagamento. E não tem suporte! Para qual telefone ligo para que vocês me orientem?","0","2025-06-04T09:50:55-07:00","12735612884","2.0.35","0","2","Mais antigos"
"Thiago_prp","https://itunes.apple.com/br/reviews/id1396996028","5","Funcional e estável","Bom aplicativo, creio que o mais funcional e estável na categoria porém poderiam conceder benefícios para quem usa recorrente, exemplo da Shellbox nos combustíveis convencionais.","0","2025-07-14T11:59:53-07:00","12891698937","2.1.3","0","2","Mais antigos"
"Iaguiar_prof","https://itunes.apple.com/br/reviews/id1075543056","5","Para carregar rapidinho","É o melhor aplicativo e com os melhores carregadores. Parabéns Tupi","0","2025-07-20T07:29:38-07:00","12914720618","2.1.3","0","2","Mais antigos"
"Lucianarl","https://itunes.apple.com/br/reviews/id219470267","5","O melhor","Disparado o melhor app de eletroposto. Outro nível de informações de disponibilidade, velocidade de carregamento, horários de pico. Além disso já mostra que tipo de carregador seu modelo de carro possui. Sensacional!","0","2025-08-01T18:50:01-07:00","12965228952","2.1.3","0","2","Mais antigos"
"ggerbasi","https://itunes.apple.com/br/reviews/id781073100","1","Horrível","Tive problemas para adicionar o cartão, depois quando fui iniciar a recarga o app reportou q o método de pagamento “cartão de crédito” não poderia ser utilizado. Depois disso, tentei adicionar crédito à carteira pelo pix, mas ai seria impossível estornar o excedente, isso não seria problema se houvessem outros carregadores em diferentes lugares, mas não há.","0","2025-08-20T10:31:47-07:00","13040151263","2.2.0","0","2","Mais antigos"
"Fusi - Brasil","https://itunes.apple.com/br/reviews/id580471290","1","Bugs","Não faz rotas para a estação mais próximas","0","2025-08-29T17:05:30-07:00","13076366908","2.2.0","0","2","Mais antigos"
"Junior.blz","https://itunes.apple.com/br/reviews/id1524811729","1","Lixo","Suporte péssimo não resolve problemas , bloqueia recarga mesmo com saldo péssimo atendimento , lento , um absurdo !!!!","0","2025-09-17T06:46:02-07:00","13148598599","2.2.0","0","2","Mais antigos"
"Otávio Henrique95","https://itunes.apple.com/br/reviews/id1597549678","1","Spam","Ficam enviando mensagens desnecessárias de spam toda hora, porque não usam este tempo livre para melhorias em vez de ficar enviando push enchendo o saco?","0","2025-10-11T07:23:12-07:00","13252811551","2.6.0","0","2","Mais antigos"
"Keko2030","https://itunes.apple.com/br/reviews/id1753347636","3","Login","Ponto negativo Toda vez que vou fazer recarga preciso logar novamente, app atualizado, uso iOS. Os demais pontos nada a reclamar","0","2025-11-21T08:03:50-07:00","13424425702","2.6.3","0","2","Mais antigos"
