autor,comentario,likes,publicado_em,video_id,video_titulo
@DanielFraga8205,"O problema é o Leão ao fazer a troca de moeda entre BTC e USDT, fico até com medo de pensar",0,2025-09-29T15:16:38Z,YjANVJhS-DM,⚡ O APP MAIS SIMPLES PARA COMPRAR BITCOIN - BIPA @usebipa
@magnogomes141,A bipa é top gosto muito do serviço deles,0,2025-09-29T14:31:47Z,YjANVJhS-DM,⚡ O APP MAIS SIMPLES PARA COMPRAR BITCOIN - BIPA @usebipa
@lazarosobrinho4563,"não indico.,,,fecharam minha conta depois de comprar BTC por la, me pediram declaração de IR e de onde estava vindo meu dinheiro",8,2025-09-29T14:25:00Z,YjANVJhS-DM,⚡ O APP MAIS SIMPLES PARA COMPRAR BITCOIN - BIPA @usebipa
@AACDCH,"Bom dia Denny. Vídeos como este seu são de utilidade pública, pois quando o povão acordar e perceber o desastre no qual estamos, certamente que encontrarão este simple tutorial a orientá-los.
Saúde e Paz a todos!",1,2025-09-29T14:05:04Z,YjANVJhS-DM,⚡ O APP MAIS SIMPLES PARA COMPRAR BITCOIN - BIPA @usebipa
@robertofurriel9084,Ue se vc tem biticoin e sacar vc vai ter que comprar com biticoin mais tudo e em dolar real e outras moedas todo jeito vai perder mercado loja não  vendem em biticoin,0,2025-12-11T09:09:34Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@AguilaGArpia,E a bandida da declaração de IR? Como fazer? Acho q muita gente não compra também por isso.,0,2025-10-03T11:58:20Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@andreluizbrbtc,👏👏👏,0,2025-09-22T23:52:48Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Luribeiro99,e se meu celular não tiver nfc como eu faço?,0,2025-09-15T02:28:10Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Matheus_siqa,Se vendeu pra bipa jajakakaakka,0,2025-09-09T23:53:36Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@OllyverR3,"Uma coisa que não eu entendo ainda, como eu gero minhas próprias chaves da minha moeda e guardo?",0,2025-08-20T13:57:43Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@kaiogarcia7818,Vc fala ligeiro de maís,0,2025-08-17T19:24:08Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@p.nelson1335,Ele é o S. Nakamoto.kkk,0,2025-08-17T11:45:12Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@digo2307,Qual é essa lighting tem várias?,0,2025-08-16T13:09:38Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@ojoaovictorg,Quais as duas corretoras mais seguras pra comprar BTC? Pouco dinheiro ainda pra comprar ou ter a Wallet…,0,2025-07-09T22:15:08Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@ratocomCance,Pra quem quer transações descretas escondidas do olhar ganâncioso dos governos o btch coin é o ideal,0,2025-06-18T21:15:48Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@jamesdosier7854,"Excelente conteúdo, como sempre. Gosto da abordagem prática que adota em relação às notícias e aos mercados. Muita coisa mudou e continuará a mudar, mas a verdade é que não me interessa se o mercado sobe ou desce, porque a Elizabeth Anderson Karl acompanhou-me enquanto lá estive.💰🌹📈",12,2025-06-09T11:05:46Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@prerupa,2 reais uma ova,0,2025-06-03T00:37:00Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@rogeriofoschiani,Pen drive não garante ascesso a sua conta se a corretora quebrar,0,2025-05-25T18:16:45Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@rogeriofoschiani,Pem drive   mas se quebrar corretora o dinheiro já era não adianta estar com senhas em carteiras de segurança 😅,0,2025-05-25T18:15:55Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@musiceasy6115,"Thank you for sharing! I have a question: My OKX wallet has some USDT, and I have the 12 words: (head isolate sound end kit industry choice festival limit stable dolphin derive)",0,2025-05-16T16:09:43Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@la_kinok,Bigode,0,2025-05-12T16:16:55Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@LuccasDivino,"Fico imaginando como serão os assaltos, daqui ha alguns anos: Mãos para cima, isso é uma assalto, passa o penDrive !",0,2025-05-10T20:28:26Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Matheus-bd1xy,NESSA ÉPOCA DO VÍDEO AINDA N TINHA O BOB LEPROSO MANDANDO ÁUDIOS DISTORCIDOS,0,2025-05-02T01:20:00Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@benjamim-_-2888,Bipa ta cobrando carinho pra saque,0,2025-04-26T17:36:10Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@AhmadPaetz,"Appreciate it for sharing! Looking for guidance: My TRX Wallet contains some Tether, and I know the SEED: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. How to go about transferring them to my Binance account?",0,2025-04-12T11:57:38Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@calizabtc,Muito bom ver pessoas nos comentários abrindo os olhos pro maior mal do planeta terra chamado ESTADO.,2,2025-03-20T02:59:49Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Apolo-Br,"BIPA É GOLPE.
ESTÁ BLOQUEANDO AS CONTAS DOS CLIENTES SEM MOTIVO E FICANDO COM OS MESMOS.

MESMO COMPRANDO 3 TENTANDO TRANSFERIR PARA A WALLET NA MESMA HORA",1,2025-03-15T04:35:16Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Apolo-Br,"BIPA É GOLPE.
ESTÁ BLOQUEANDO AS CONTAS DOS CLIENTES SEM MOTIVO E FICANDO COM OS MESMOS.

MESMO COMPRANDO 3 TENTANDO TRANSFERIR PARA A WALLET NA MESMA HORA",1,2025-03-15T04:35:10Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@jotacristianokallebe,São tudo insegurança pra guardar essas pohhha de btc,0,2025-02-16T14:03:18Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@bnet340,"E, esse dinheiro q vc ganha fica onde? E como transferi pra sua conta de banco? Pode transferi o que se ganha?",0,2025-02-04T22:36:42Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Samueloliveirasantos-s1r,"Cara não é melhor sacar uma grana no caixa e gerar um boleto na bipa ou em qualquer outra sem kyc? e pagar na lotérica? já que não exigem cpf no depósito, o governo só vê a receita sumindo, será como queimar dinheiro",0,2025-02-04T02:30:14Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@animscients9759,Esse hard wallet estragar vc ta fodido,0,2025-01-31T09:44:35Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@jeremiahrios6036,"Cheers for sharing! Looking for guidance: My Crypto Wallet holds some TRX 20 USDT, and I possess the  seedphrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. Could you suggest how can I go about moving them to Coinbase Exchange?",0,2025-01-30T05:17:24Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@adrianoaraujo3672,uma duvida...são 12 palavras para acessar a carteira por ai..são as seeds... é obrigatorio lembrar de todas as 12 ??? Se daqui 20 anos eu perder onde guardei as palavras e lembrar de 5 ? ai perdeu tudo ?,1,2025-01-28T21:20:30Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@AlexLaurentino-t5g,Se o pendrive conrroper ?,0,2025-01-27T19:31:46Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@eduardolobato5191,SOCORRO... a Bipa bloqueou minha conta sem aviso prévio e não consigo acessar meu valor de 5 mil na bipa... entrei em contato com eles e me pediram 4 dias úteis para a resolução do problema.  Eu tô desesperado!,1,2025-01-21T06:46:41Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@joquebedenobre8226,Nao invistam no mercado Bitcoin ele vai ficar com seu dinheiro. Nao sei porque eles nao falam nisso,1,2025-01-20T13:38:27Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@jjorge88,"Quer dizer que a receita vai saber que você comprou na corretora por exemplo: 100 mil reais em Bitcoin, por que fez o Pix, daí você transfere para hardwallet e o saldo na corretora fica zerado e eles não vão achar estranho, como explicar isso?",0,2025-01-16T14:26:09Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@isabelgomess1,Alguem poderia me indicar um vídeo ensinando na pratica como fazer isso apra leigos?,0,2025-01-12T20:08:27Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@AeltonAraújo0013,"Eu quero que a receita federal va para aquele lugar, se querem guerra civil problema do gaverno",0,2025-01-09T05:12:38Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@whendersonnunes,I have usdt in my wallet TKx3cam665xad7A9FxQoGNsjt9ExY43mft but I couldn't transfer it to my okk (pledge spread fantasy slide novel avocado ivory decade life caution cream sort),0,2025-01-06T12:45:00Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@henriquehenrique733,Vixe... Jrbdbdvzhxbsñsmznz.... Fala TD rapidinho...😂😂😂,0,2025-01-05T03:39:56Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@diegoabreu665,"Pior sou eu que ja perdi ate as chaves da minha casa, imagina uma que eu quase nunca uso .",0,2025-01-04T18:55:15Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@Plouca,Esse cara é fera🎉,0,2025-01-04T14:26:28Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@RafaelDaCostaeSilva,"Se o cara compra P2P no pix nao vai adiantar nada. Porque se voce coloca na coldwallet, e ainda tiver tiver uma casa no seu nome, voce pode ser sujeito de uma acao fiscal de sonegacao de imposto de renda, e seus moveis ou imóveis serem penhorados. Aí tu vai ter BTC na sua Wallet e menos bens em seu acervo patrimonial. Né isso?",0,2025-01-01T23:57:02Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@RonaldoFontoura-em3gh,"ME DIZ UMA COISA  CARA PÁLIDA, NÃO ESTOU CONSEGUINDO PAZER PARTE DESTE MUNDO ENCANTADO EM QUE A GENTE PODE FICAR LONGE DE QUEM NÃO SE PODE CONTAR NEM COM QUEM  A GENTE QUER AJUDAR. O QUE O BIPA VAI ME PEDIR NO CADASTRAMENTO DEPOIS QUE EU CONSEGUIR O MILAGRE DE FAZER A SELF DE FORMA QUE FIQUE DO GOSTO DELES? ELES VAI PEDIR PRA EU DAR A BUNDA PRA ELES DEPOIS QUE CONSEGUIR A SELFIE?: VÃO TUDO PARA PUTA QUE PARIO SUA CAMBADA DE ESPALHADORES DE LOROTA.",0,2024-12-30T16:45:29Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@marleyguibson5893,"Quem ver esse comentário, uma hardwallet boa atualmente custa 249 dólares + frete! Taxad do amor. ❤",0,2024-12-28T13:57:40Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@lauramüllermixtape,"Que cabra imbecil, e os idiotas batendo palma 😂",0,2024-12-27T16:22:53Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@1sagakanon,"Ou seja, tem que deixar na internet mesmo.",0,2024-12-26T21:19:01Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@verdadesditas6185,Moraes dar 48 pra sumico de 38itao,0,2024-12-26T00:42:56Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@rafaelmauricio8018,"O cara usa termos que ninguém entende,  e consegue ainda ser chamado de inteligente  !!!😂😂😂 pra tirar dinheiro de trouxa...😂😂😂😂",1,2024-12-25T02:11:38Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@sudnomods,"Hardware wallet de graça: faça boot em um pendrive com o tails, use a wallet interna de lá. Na prática o único contato com a internet que ela terá é quando você conectar para fazer alguma transação.",1,2024-12-23T10:34:04Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@gabrielbragasoares9481,"Tenta sacar de graça o Bitcoin, se você conseguir me ensina…",3,2024-12-22T16:02:39Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@eversonathayde3290,Tem varias pessoas reclamandi q a Bipa robou o dinheiro deles e bloqueou a conta,0,2024-12-18T18:15:52Z,51WA0GNLONQ,Renato Amoedo explica o que fazer com seus bitcoins após comprar na Bipa
@dennytorres,💴 Crie sua conta na BIPA - https://bipa.app/convite/minirig,1,2024-01-17T13:14:51Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@thinkcentre101,Mas essa Rede Lightning é exclusiva da Bipa? Ou qualquer um pode ter uma carteira Lightning?,0,2025-09-24T18:19:35Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@DenisRSilva,"VÁRIOS USUÁRIOS COM PROBLEMAS EM RELAÇÃO A ESTA BIPA, CONTAS BLOQUEADAS FALTA DE SUPORTE ETC...",4,2025-07-09T12:29:35Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@jotatonz,"É comprar e enviar para sua carteira , nao deixe na corretora simples",6,2025-06-26T22:43:19Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@luiscarlossilvasousajunior3010,So em vc nao deixa o seu dinheiro em real vc ja ganha,0,2025-05-21T12:38:09Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@jovemsonhadoor,Nunca tive problema com a bipa,0,2025-03-17T19:17:42Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@viniciusbani,"Fiz um depósito de 1500 reais e simplesmente bloquearam meu dinheiro quando converti em Satoshi.
 Confiei porque fui por indicação de Renato Amoedo,mas ja vi que tomei golpe.
 Fica ""transação pendente""e ninguém resolve nada pelo chat.
 Onde tem brasileiro envolvido tem golpe,antes tivesse feito meu aporte pela Binance como de costume.
 Agora não consigo tranferir para auto custódia porque não foi convertido de real para Bitcoin.",0,2025-03-09T03:23:47Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@augustocesar6612,Tanto comentário negativo 😢.  Acabei de fazer o cadastro e fiquei na dúvida se avanço ou não.,0,2025-03-06T23:20:00Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@Marlon-cq8sj,"Esse app da BIPA é horrível, bloquearam a minha conta sem motivo algum. Comprei BTC por la, e tá tudo bloqueado. Não recomendo, dor de cabeça na certa!",2,2025-02-04T21:46:33Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@luciogontijoacordadosnobre1187,"Essa bosta me bloqueou  tambem  preciso sacar 600 reais em satochi, falo com o suporte explico mil vezes e não adianta",0,2025-01-26T12:52:49Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@Jtn777-z8x,"Bipa é uma bosta cara nao faça isso, taxa altas é golpe",0,2025-01-17T20:36:13Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@andresoares-advogado7488,Agradeço pelo vídeo. Pela Bipa eu consigo converter bct em outras criptos ou para outra moeda? Obrigado,0,2025-01-13T11:30:02Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@luis044_9,"irmão, acabei baixando a bipa por ser mais simples de usar pra iniciantes e tals, fui investindo nos btc diariamente, quando bateu 600$ a bipa bloqueou minha conta, dei uma pesquisa sobre e esta acontecendo com varias pessoas, o suporte só diz que terá um resposta do que houve depois de 4 dias uteis, mas sem previsão de resolver o problema, ou seja, o meu dinheiro fica retido, roubo na cara larga, sabe alguma forma de resolver isso? ja fiz reclamação no reclame aqui, mas nao responderam ainda...",0,2025-01-10T17:06:12Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@Parandodefumar2025,"Jamais comprem na Bipa,estão bloqueando contas que tenha fundos!",0,2024-12-26T02:29:26Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@LinkDoProduto,"Te admiro mas falar da bipa é furada.
Tive minha conta bloqueada la e perdo meu dinheiro",0,2024-12-16T11:43:39Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@escudeiro14,"Pelos vários comentário que já vi sobre essa Bipa, já vi que é furada, estava finalizando meu cadastro já para comprar bitcoin, mas já desisti, vi também que é uma empresa brasileira, então tem tudo para ser 171 mesmo uma vez que não dar retorno para seus clientes. Todo fora",1,2024-12-14T18:27:54Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@gamek9916,BIpa bloqueouos bitcoin do meu irmão,0,2024-12-12T11:57:05Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@Compactowood,caiam fora da bipa fui lesado bloquearam minha conta,4,2024-12-12T04:35:34Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@ANONYMOUS.BR044,da pra transferir btc da binance para a bipa e depois mandar da bipa para secux w10 com taxa mais barata?,0,2024-12-07T16:07:22Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@hidekihatori1344,"Coe irmão, via muito elogios dessa bipa, mas recentemente vejo MT critica na internet de pessoas aleatórias, todas com a mesma reclamação, bipa bloqueando contas sem dar satisfação. Acha que Bipa deixou de ser essa ""corretora"" ""honesta"" que tinha fama?",4,2024-12-03T22:28:04Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@pedroberttiofc,"BIPA bloqueou minha conta. Um mês tentando resolver e nada!
Saiam fora dessa!",8,2024-11-28T11:43:59Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@pedroberttiofc,BIPA tá bloqueado conta. Sai fora... Um mês tentando resolver e nada!,0,2024-11-27T15:32:34Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@victorpaulodasilva7475,"@usebipa Pessoal não usem A BIPA , ela bloqueou minha conta, com dinheiro em real e com bitcoin, bloquearam sem motivo justificável, deram a desculpa que não foram eles e agora tenho que esperar 4 dias úteis para saber qual a solução, isso se terá uma solução ou seja retiraram minha liquidez, pois já n tenho acesso ao meu próprio dinheiro.",0,2024-11-17T13:30:07Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@marysu9467,"Tinha bitcoins na BIPA eles simplesmente bloquearam meu acesso ao app, comprei bitcoin  pela moralidade do bitcoin, mas a BIPA é amoral e roubam seus bicoins, desde o dia 04, dia que comprei os bitcoins não tenho mais acesso a plataforma, nem tive chance de sacar para minha carteira. BIPA LIXO DE ENGANAÇÃO, não é diferente dos sistemas de governo.",0,2024-11-08T10:19:19Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@marysu9467,"O Senhor respeita as pessoas que o assistem? Não fala da bipa, eles bloqueam o dinheiro das pessoas",10,2024-11-07T14:52:04Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@marcosdalpiazdeborba2825,Dá pra comprar alavancado?,0,2024-11-01T01:32:43Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@aguiararaujo5591,O aplicativo da Bipa pode ser instalado em pc de mesa(windows) ou só  em aparelhos móveis ?,0,2024-10-29T14:43:53Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@armandoroque2497,Tem algum rendimento eu compando na bipa,1,2024-10-28T21:57:10Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@Genivaldopereiradossantos-c5q,Eu possível tranferir o BTC da bóia  para sua auto custódia???,1,2024-10-11T07:08:39Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@FabsOliv-t2j,A Bipa nos permite retirar a BTC da plataforma ou ela fica na custódia?,0,2024-10-10T13:51:53Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@Daviz-f5j,"BIPA BLOQUEOU MINHA CONTA HJ 18/09/24 COM QUASE 2 MIL REAIS!!!

 Antes do bloqueio nao estava conseguindo sacar pra outro banco ou comprar bitcoin. Absurdo!

Antes de depositar valores alto eu testei as transações e estava tudo ok

O BANCO BRASILEIRO PARCEIRO DA BIPA QUE TOMA ESSAS DECISOES.",0,2024-09-18T16:48:25Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
@llexlopes,"Estou, desde 9:16 de 6 de setembro, aguardando retorno do suporte da Bipa. Minha conta estava com duas transações de compra de Bitcoin pendentes. Entrei no suporte em 05 de setembro de 2024, então fui informado que o tal parceiro financeiro da Bipa daria retorno em 4 dias úteis. Fui entrar na minha conta Bipa hoje (dia 06) e está bloqueada. Onde está o suporte? Pediram meu CPF e ninguém responde. Já se passaram horas (provavelmente vai virar dias). Que zelo é esse pelo cliente? Eu vou em todas as redes para reportar o meu caso. Meu ativos estão inacessíveis. Tem mais gente passando por isso. É isso que dá tentar confiar em serviços nesse país.",17,2024-09-06T14:58:48Z,EVy8z6MOmLM,💴 COMO COMPRAR BITCOIN NA BIPA - Não compre ETF compre Bitcoin original
