rank,titulo,autores,autores_lista,data,data_completa,link,resumo,categorias,categorias_lista,arxiv_id,doi,comment,journal_ref,primary_category,updated,published_parsed,termo
11,Hector: An Efficient Programming and Compilation Framework for Implementing Relational Graph Neural Networks in GPU Architectures,"Kun Wu, Mert Hidayetoğlu, Xiang Song, Sitao Huang, Da Zheng, Israt Nisa, Wen-mei Hwu","[""Kun Wu"", ""Mert Hidayeto\u011flu"", ""Xiang Song"", ""Sitao Huang"", ""Da Zheng"", ""Israt Nisa"", ""Wen-mei Hwu""]",2023-01-16,2023-01-16T06:53:18Z,https://arxiv.org/abs/2301.06284v3,"Relational graph neural networks (RGNNs) are graph neural networks with dedicated structures for modeling the different types of nodes and edges in heterogeneous graphs. While RGNNs have been increasingly adopted in many real-world applications due to their versatility and accuracy, they pose performance and system design challenges: inherent memory-intensive computation patterns, the gap between the programming interface and kernel APIs, and heavy programming effort in optimizing kernels caused by their coupling with data layout and heterogeneity. To systematically address these challenges, we propose Hector, a novel two-level intermediate representation and its code generator framework, that (a) captures the key properties of RGNN models, and opportunities to reduce memory accesses in inter-operator scheduling and materialization, (b) generates code with flexible data access scheme to eliminate redundant data copies, (c) decouples model semantics, data layout, and operators-specific optimization from each other to reduce programming effort. By building on one general matrix multiply (GEMM) template and a node/edge traversal template, Hector achieves up to 9.9x speed-up in inference and 43.7x speed-up in training compared with the state-of-the-art public systems on select models, i.e., RGCN, RGAT and HGT, when running heterogeneous graphs provided by Deep Graph Library (DGL) and Open Graph Benchmark (OGB). In addition, Hector does not trigger any out-of-memory (OOM) exception in these tests. We also propose the linear operator reorder and compact materialization to further accelerate the system by up to 3.8x. As an indicator of programming effort reduction, Hector takes in 51 lines of code expressing the three models and generates a total of 8K lines of CUDA and C++ code.","cs.DC, cs.NE","[""cs.DC"", ""cs.NE""]",2301.06284v3,10.1145/3620666.3651322,Accepted by ASPLOS,,cs.DC,2024-04-09T04:17:48Z,"[2023, 1, 16, 6, 53, 18, 0, 16, 0]",hector
12,Dynamic Loco-manipulation on HECTOR: Humanoid for Enhanced ConTrol and Open-source Research,"Junheng Li, Junchao Ma, Omar Kolt, Manas Shah, Quan Nguyen","[""Junheng Li"", ""Junchao Ma"", ""Omar Kolt"", ""Manas Shah"", ""Quan Nguyen""]",2023-12-19,2023-12-19T05:42:59Z,https://arxiv.org/abs/2312.11868v2,"Despite their remarkable advancement in locomotion and manipulation, humanoid robots remain challenged by a lack of synchronized loco-manipulation control, hindering their full dynamic potential. In this work, we introduce a versatile and effective approach to controlling and generalizing dynamic locomotion and loco-manipulation on humanoid robots via a Force-and-moment-based Model Predictive Control (MPC). Specifically, we proposed a simplified rigid body dynamics (SRBD) model to take into account both humanoid and object dynamics for humanoid loco-manipulation. This linear dynamics model allows us to directly solve for ground reaction forces and moments via an MPC problem to achieve highly dynamic real-time control. Our proposed framework is highly versatile and generalizable. We introduce HECTOR (Humanoid for Enhanced ConTrol and Open-source Research) platform to demonstrate its effectiveness in hardware experiments. With the proposed framework, HECTOR can maintain exceptional balance during double-leg stance mode, even when subjected to external force disturbances to the body or foot location. In addition, it can execute 3-D dynamic walking on a variety of uneven terrains, including wet grassy surfaces, slopes, randomly placed wood slats, and stacked wood slats up to 6 cm high with the speed of 0.6 m/s. In addition, we have demonstrated dynamic humanoid loco-manipulation over uneven terrain, carrying 2.5 kg load. HECTOR simulations, along with the proposed control framework, are made available as an open-source project. (https://github.com/DRCL-USC/Hector_Simulation).","cs.RO, eess.SY","[""cs.RO"", ""eess.SY""]",2312.11868v2,,"14 pages, 13 figures",,cs.RO,2023-12-21T07:23:06Z,"[2023, 12, 19, 5, 42, 59, 1, 353, 0]",hector
13,Warm dark matter in the galaxies:theoretical and observational progresses. Highlights and conclusions of the chalonge meudon workshop 2011,"H. J. de Vega, N. G. Sanchez","[""H. J. de Vega"", ""N. G. Sanchez""]",2011-09-14,2011-09-14T20:00:03Z,https://arxiv.org/abs/1109.3187v1,"Warm Dark Matter (WDM) research is progressing fast, the subject is new and WDM essentially works, naturally reproducing the astronomical observations over all scales: small (galactic) and large (cosmological) scales (LambdaWDM). Evidence that Cold Dark Matter (LambdaCDM) and its proposed tailored cures do not work at small scales is staggering. Fedor Bezrukov, Pier-Stefano Corasaniti, Hector J. de Vega, Stefano Ettori, Frederic Hessmann, Ayuki Kamada, Marco Lombardi, Alexander Merle, Christian Moni Bidin, Angelo Nucciotti on behalf of the MARE collaboration, Sinziana Paduroiu, Henri Plana, Norma Sanchez, Patrick Valageas, Shun Zhou present here their highlights of the Workshop. LambdaWDM simulations with keV particles remarkably reproduce the observations, small and large structures and velocity functions. Cored DM halos and WDM are clearly determined from theory and astronomical observations, they naturally produce the observed structures at all scales. keV sterile neutrinos are the leading candidates, they naturally appear extensions of the standard model of particle physics. Astrophysical constraints including Lyman alpha bounds put its mass in the range 1< m <13 keV. Predictions for EUCLID and PLANCK have been presented. MARE and an adapted KATRIN experiment could detect a keV sterile neutrino. It will be a fantastic discovery to detect dark matter in a beta decay. A formidable WDM work to perform is ahead of us, these highlights point out some relevant research directions to put the effort. Photos of the Workshop are included (Abridged).","astro-ph.CO, gr-qc, hep-ph, hep-th","[""astro-ph.CO"", ""gr-qc"", ""hep-ph"", ""hep-th""]",1109.3187v1,,"48 pages, 24 figures",,astro-ph.CO,2011-09-14T20:00:03Z,"[2011, 9, 14, 20, 0, 3, 2, 257, 0]",hector
14,Highlights and Conclusions of the Chalonge 13th Paris Cosmology Colloquium,"H. J. de Vega, M. C. Falvella N. G. Sanchez","[""H. J. de Vega"", ""M. C. Falvella N. G. Sanchez""]",2010-07-16,2010-07-16T20:00:00Z,https://arxiv.org/abs/1007.2846v2,"The 13th Chalonge Paris Cosmology Colloquium was held at the historic Perrault building of Observatoire de Paris on 23-25 July 2009. The Colloquium was held in the spirit of the Chalonge School, putting together real cosmological and astrophysical data and hard theory predictive approach in the framework of the Standard Model of the Universe. Peter Biermann, James Bullock, Claudio Destri, Hector de Vega, Massimo Giovannini, Sasha Kashlinsky, Eiichiro Komatsu, Anthony Lasenby and Norma G. Sanchez present here their highlights of the Colloquium. The summary and conclusions by H. J. de Vega, M. C. Falvella and N. G. Sanchez stress among other points: (i) the primordial CMB fluctuations are almost gaussian, large primordial non-gaussianity and large running index are strongly disfavored. The primordial graviton ratio r is predicted in the effective theory of inflation to be between 0.021 and 0.053, at reach of the next CMB observations. (ii) Dark energy observations are consistent with the cosmological constant. (iii) The cosmic ray positron excess recently observed is explained by natural astrophysical processes. (iv) The heavy dark matter particle candidates ( > 1 GeV, wimps) became strongly disfavored, while cored (non cusped) dark matter halos and light (keV scale mass) dark matter are being increasingly favored from theory and astrophysical observations. The Daniel Chalonge Medal 2009 was awarded to Peter Biermann during the Colloquium. Photos of the Colloquium are included.","astro-ph.CO, gr-qc, hep-ph, hep-th","[""astro-ph.CO"", ""gr-qc"", ""hep-ph"", ""hep-th""]",1007.2846v2,,"22 pages, 3 pictures. Problem with the poster fixed",,astro-ph.CO,2010-07-20T09:50:16Z,"[2010, 7, 16, 20, 0, 0, 4, 197, 0]",hector
15,"Hector, a fast simulator for the transport of particles in beamlines","J. de Favereau de Jeneret, X. Rouby, K. Piotrzkowski","[""J. de Favereau de Jeneret"", ""X. Rouby"", ""K. Piotrzkowski""]",2007-07-09,2007-07-09T08:44:53Z,https://arxiv.org/abs/0707.1198v2,"Computing the trajectories of particles in generic beamlines is an important ingredient of experimental particle physics, in particular regarding near-beam detectors. A new tool, Hector, has been built for such calculations, using the transfer matrix approach and energy corrections. The limiting aperture effects are also taken into account. As an illustration, the tool was used to simulate the LHC beamlines, in particular around the high luminosity interaction points (IPs), and validated with results of the Mad-X simulator. The LHC beam profiles, trajectories and beta functions are presented. Assuming certain forward proton detector scenarios around the IP5, acceptance plots, irradiation doses and chromaticity grids are produced. Furthermore, the reconstruction of proton kinematic variables at the IP (energy and angle) is studied as well as the impact of the misalignment of beamline elements.","physics.acc-ph, hep-ex","[""physics.acc-ph"", ""hep-ex""]",0707.1198v2,10.1088/1748-0221/2/09/P09005,"40 pages, 20 figures; added references, corrected typos ; submitted to JINST","JINST2:P09005,2007",physics.acc-ph,2007-08-05T16:15:10Z,"[2007, 7, 9, 8, 44, 53, 0, 190, 0]",hector
16,Towards the Chalonge 16th Paris Cosmology Colloquium 2012: Highlights and Conclusions of the Chalonge 15th Paris Cosmology Colloquium 2011,"H. J. de Vega, M. C. Falvella, N. G. Sanchez","[""H. J. de Vega"", ""M. C. Falvella"", ""N. G. Sanchez""]",2012-03-15,2012-03-15T21:00:10Z,https://arxiv.org/abs/1203.3562v1,"The Chalonge 15th Paris Cosmology Colloquium 2011 was held on 20-22 July in the historic Paris Observatory's Perrault building, in the Chalonge School spirit combining real cosmological/astrophysical data and hard theory predictive approach connected to them in the Warm Dark Matter Standard Model of the Universe: News and reviews from Herschel, QUIET, Atacama Cosmology Telescope (ACT), South Pole Telescole (SPT), Planck, PIXIE, the JWST, UFFO, KATRIN and MARE experiments; astrophysics, particle and nuclear physics warm dark matter (DM) searches and galactic observations, related theory and simulations, with the aim of synthesis, progress and clarification. Philippe Andre, Peter Biermann, Pasquale Blasi, Daniel Boyanovsky, Carlo Burigana, Hector de Vega, Joanna Dunkley, Gerry Gilmore, Alexander Kashlinsky, Alan Kogut, Anthony Lasenby, John Mather, Norma Sanchez, Alexei Smirnov, Sylvaine Turck-Chieze present here their highlights of the Colloquium. Ayuki Kamada and Sinziana Paduroiu present here their poster highlights. LambdaWDM (Warm Dark Matter) is progressing impressively over LambdaCDM whose galactic scale crisis and decline are staggering. The International School Daniel Chalonge issued an statement of strong support to the James Webb Space Telescope (JSWT). The Daniel Chalonge Medal 2011 was awarded to John C. Mather, Science PI of the JWST. Summary and conclusions are presented by H. J. de Vega, M. C. Falvella and N. G. Sanchez. Overall, LambdaWDM and keV scale DM particles deserve dedicated astronomical and laboratory experimental searches, theoretical work and simulations. KATRIN experiment in the future could perhaps adapt its set-up to look to keV scale sterile neutrinos. It will be a a fantastic discovery to detect dark matter in a beta decay. Photos of the Colloquium are included. (Abridged)","astro-ph.CO, gr-qc, hep-ph","[""astro-ph.CO"", ""gr-qc"", ""hep-ph""]",1203.3562v1,,"65 pages, 21 figures",,astro-ph.CO,2012-03-15T21:00:10Z,"[2012, 3, 15, 21, 0, 10, 3, 75, 0]",hector
17,HeCTOr: the $^3$He Cryogenic Target of Orsay for direct nuclear reactions with radioactive beams,"F. Galtarossa, M. Pierens, M. Assié, V. Delpech, F. Galet, H. Saugnac, D. Brugnara, D. Ramos, D. Beaumel, P. Blache, M. Chabot, F. Chatelet, E. Clément, F. Flavigny, A. Giret, A. Gottardo, J. Goupil, A. Lemasson, A. Matta, L. Ménager, E. Rindel","[""F. Galtarossa"", ""M. Pierens"", ""M. Assi\u00e9"", ""V. Delpech"", ""F. Galet"", ""H. Saugnac"", ""D. Brugnara"", ""D. Ramos"", ""D. Beaumel"", ""P. Blache"", ""M. Chabot"", ""F. Chatelet"", ""E. Cl\u00e9ment"", ""F. Flavigny"", ""A. Giret"", ""A. Gottardo"", ""J. Goupil"", ""A. Lemasson"", ""A. Matta"", ""L. M\u00e9nager"", ""E. Rindel""]",2021-05-12,2021-05-12T14:53:36Z,https://arxiv.org/abs/2105.06279v2,"Direct nuclear reactions with radioactive ion beams represent an extremely powerful tool to extend the study of fundamental nuclear properties far from stability. These measurements require pure and dense targets to cope with the low beam intensities. The $^3$He cryogenic target HeCTOr has been designed to perform direct nuclear reactions in inverse kinematics. The high density of $^3$He scattering centers, of the order of 10$^{20}$ atoms/cm$^2$, makes it particularly suited for experiments where low-intensity radioactive beams are involved. The target was employed in a first in-beam experiment, where it was coupled to state-of-the-art gamma-ray and particle detectors. It showed excellent stability in gas temperature and density over time. Relevant experimental quantities, such as total target thickness, energy resolution and gamma-ray absorption, were determined through dedicated Geant4 simulations and found to be in good agreement with experimental data.","physics.ins-det, nucl-ex","[""physics.ins-det"", ""nucl-ex""]",2105.06279v2,10.1016/j.nima.2021.165830,"12 pages, 10 figures",,physics.ins-det,2021-08-21T14:13:36Z,"[2021, 5, 12, 14, 53, 36, 2, 132, 0]",hector
18,Compiling Uncertainty Away in Conformant Planning Problems with Bounded Width,"Hector Palacios, Hector Geffner","[""Hector Palacios"", ""Hector Geffner""]",2014-01-15,2014-01-15T05:27:00Z,https://arxiv.org/abs/1401.3468v1,"Conformant planning is the problem of finding a sequence of actions for achieving a goal in the presence of uncertainty in the initial state or action effects.  The problem has been approached as a path-finding problem in belief space where good belief representations and heuristics are critical for scaling up.  In this work, a different formulation is introduced for conformant problems with deterministic actions where they are automatically converted into classical ones and solved by an off-the-shelf classical planner.  The translation maps literals L and sets of assumptions t about the initial situation, into new literals KL/t that represent that L must be true if t is initially true.  We lay out a general translation scheme that is sound and establish the conditions under which the translation is also complete.  We show that the complexity of the complete translation is exponential in a parameter of the problem called the conformant width, which for most benchmarks is bounded. The planner based on this translation exhibits good performance in comparison with existing planners, and is the basis for T0, the best performing planner in the Conformant Track of the 2006 International Planning Competition.",cs.AI,"[""cs.AI""]",1401.3468v1,10.1613/jair.2708,,"Journal Of Artificial Intelligence Research, Volume 35, pages 623-675, 2009",cs.AI,2014-01-15T05:27:00Z,"[2014, 1, 15, 5, 27, 0, 2, 15, 0]",hector
19,Preservation of Cuspy Profiles in Disk Galaxy Mergers,"Hector Aceves, Hector Velazquez","[""Hector Aceves"", ""Hector Velazquez""]",2005-06-13,2005-06-13T20:37:15Z,https://arxiv.org/abs/astro-ph/0506290v2,"We carried out three self-consistent $N$-body simulations of galaxy mergers, with a cuspy dark matter profile, in order to study if the inner dark density slope is preserved in the remnants. In these simulations the progenitors include both a stellar disk and an intrinsic angular momentum for the halos, unlike previous similar studies. The mass-ratios of progenitor galaxies are about 1:1, 1:3 and 1:10. We find that the initial cuspy density profile of the dark halos is preserved in the remnants for the cases considered here.",astro-ph,"[""astro-ph""]",0506290v2,,"7 pages, 4 figures. Accepted version in RevMexAA",,astro-ph,2005-10-31T19:35:27Z,"[2005, 6, 13, 20, 37, 15, 0, 164, 0]",hector
20,From the Tully-Fisher relation to the Fundamental Plane through Mergers,"Hector Aceves, Hector Velazquez","[""Hector Aceves"", ""Hector Velazquez""]",2004-12-13,2004-12-13T19:47:43Z,https://arxiv.org/abs/astro-ph/0412307v2,"We set up a series of self-consistent N-body simulations to investigate the fundamental plane of merger remnants of spiral galaxies. These last ones are obtained from a theoretical Tully-Fisher relation at z=1, assuming a constant mass-to-light ratio within the LambdaCDM cosmogony. Using a Sersic growth curve and an orthogonal fitting method, we found that the fundamental plane of our merger remnants is described by the relation Re ~ sigma^{1.48} Ie^{-0.75} which is in good agreement with that reported from the Sloan Digital Sky Survey Re ~ sigma^{1.49} Ie^{-0.75}. However, the R^{1/4}-profile leads to a fundamental plane given by Re ~ sigma^{1.79} Ie^{-0.60}. In general, the correlation found in our merger remnants arises from homology breaking (V^2 ~ sigma^nu, Rg ~ Re^eta) in combination with a mass scaling relation between the total and luminous mass, $M ~ ML^gamma. Considering an orthogonal fitting method, it is found that 1.74<nu<1.79, 0.21<eta<0.52 and 0.80<gamma<0.90 depending on the adopted profile (Sersic or R^{1/4}).",astro-ph,"[""astro-ph""]",0412307v2,10.1111/j.1745-3933.2005.00044.x,5 pages and 2 figures. Accepted version in MNRAS Letters,,astro-ph,2005-06-02T19:58:27Z,"[2004, 12, 13, 19, 47, 43, 0, 348, 0]",hector
