"reviewId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","replyContent","repliedAt","appVersion","device","androidOsVersion"
"2613cc03-285d-4c3f-84f1-441e0d3c0b8f","Diego Rios","https://play-lh.googleusercontent.com/a-/ALV-UjUlb9J0B1EZGeHUDE97fnHbgTmWcRy3IruuHPuw9h9afrxSP-9rQA","Missing Ledger HW integration","2","1","0","2024-05-29 19:41:25","","","1.30.0","",""
"873f98dc-cce4-41db-80b1-7c3438c9ea83","Jorge Gabriel","https://play-lh.googleusercontent.com/a-/ALV-UjUCqqF9nj4AiG6dDn64hhu31BzyDLyNYPB233qTRk9ckd9PSM8N","Não consigo sequer recuperar minha carteira antiga mesmo colocando as frases de recuperação certa, precisam melhorar mais","1","1","0","2024-04-25 10:00:24","","","1.29.1","",""
"1e65d9fd-d9c3-457a-be15-9887a8cc2e4f","Ozéias Timotio de Lima","https://play-lh.googleusercontent.com/a-/ALV-UjVBY5ezAaWIrkvJgoEqpNujRcg6giNSg7XJMctx5XzQOoFBgGGeYg","top","5","0","0","2024-11-19 09:06:22","Xverse on top! Thanks for being a user Ozéias Timotio de Lima!","2024-11-24 01:22:41","1.39.2","",""
"4de92fc7-c9da-4e94-ae95-8dd18b3b2efa","petronio araujo","https://play-lh.googleusercontent.com/a/ACg8ocKVkfWrgEoWrMHHFWB7pBRDW2je78K1jLVuG_a1E9P22Ydo4Q=mo","Ótima wallet !! Principalmente para airdrops!! TBC , Solana e Etheriun ....","5","0","0","2024-04-19 03:05:57","","","1.27.1","",""
"7660e296-ba5d-414f-8f3f-98c3cedcd7be","josimar moreira","https://play-lh.googleusercontent.com/a-/ALV-UjV2DH42Mt2-0z_27OuO8mNNs-PwOVrki057SdqTOjzGUeRwNnAJ","bom app","5","0","0","2023-08-25 20:27:14","","","","",""
"d0817a62-1a29-4c8a-bfaa-2bdcae9af9ec","Douglas Ferrer","https://play-lh.googleusercontent.com/a-/ALV-UjXyMg9BHDysIObso-o6s2cwUxkSq_XSQhMeDQtHuZpjrq3VhXGzKA","Tá me sendo muito útil","5","0","0","2023-12-04 03:01:51","We're so glad to hear you're enjoying Xverse! Join our community on x.com for all the latest feature updates!","2023-12-05 14:00:19","","",""
"55141c5f-b448-43f4-aeb2-7f0c3a3c94ba","cav4lier","https://play-lh.googleusercontent.com/a-/ALV-UjXscNfFVhJ6cZeEHpej_STGaFx0CN0SXUyr6Amm-JIncUOkb0Gy","Excelente carteira Bitcoin.","5","0","0","2025-02-16 16:59:03","Thanks! We've also got some excellent users like yourself!","2025-02-23 19:37:02","1.43.0","",""
"38858a04-d4dd-45d5-aeff-2232e5f5efaa","José Patrício Teixeira","https://play-lh.googleusercontent.com/a/ACg8ocLg0zzRYEQWfB_ixFIIdcDSR_WCWsPuCu5KyNuXcsORoSkDDw=mo","The latest version no longer shows the icon to copy my wallet address, both in the Android and Chrome versions! Is this some bug?","3","0","0","2024-01-12 05:10:17","Hey, Patricio Teixeira! If you're still experiencing this issue, please reach out to support@xverse.app with a screenshot of the behavior and our team can investigate for you.","2024-01-18 14:13:31","1.24.0","",""
"61448098-74dd-4a44-adc9-b8ade3e31281","Mister Clown","https://play-lh.googleusercontent.com/a/ACg8ocKdcw9N-q5d9QjTfeokDOwai0wzQnPfo3Updr32fjPIkQGERw=mo","Não é seguro","1","0","0","2024-01-17 08:50:53","","","","",""
"20491071-dc0d-43fe-b954-ecf5c1531cb5","Henrique Alves","https://play-lh.googleusercontent.com/a-/ALV-UjWPooamrQf8tE404gQpdNOn2eea3axQ9BpWdVFXOAYgNwM9yfY3","the best.","5","0","0","2025-01-02 08:50:09","","","1.41.4","",""
"b83dc69d-b962-482f-bbab-18c79de7e1ed","Sandro Weslley","https://play-lh.googleusercontent.com/a-/ALV-UjU_ifx9h9ZEVfbGYurswSTpxZOjsJhjY7GEUFOqO9qB2AEZFyUu","excepcional","5","0","0","2024-03-11 13:13:37","","","1.26.1","",""
"9809441e-2725-4aaf-85e9-0b79a4dbd18c","Diego Ferreira Lins","https://play-lh.googleusercontent.com/a-/ALV-UjUuMHjJG8HdRy6U6P4nRe75T7YCVSBZ7upZtqZX-JKP8rEY420i","top de linha","5","0","0","2024-03-18 13:17:07","","","1.26.2","",""
"dfb6b099-21ea-4b52-9754-be9556a04f39","Normando cordeiro","https://play-lh.googleusercontent.com/a/ACg8ocKXVPer_W3-1SLismp0AG8Crl7E_obiyeo7s4jDDjrJc2OUGQ=mo","the best","5","0","0","2024-04-15 20:05:50","","","1.27.1","",""
"8d065fc2-257d-47de-a8f9-e0063f2b2e78","Alex Born","https://play-lh.googleusercontent.com/a-/ALV-UjXyRpSzPP2ZkDLgXyjGIWzM12weckpZeeWRFiBjIKbBclehkcU","O melhor app de wallet que existe.","5","0","0","2024-04-22 07:05:51","","","1.27.1","",""
"4522806e-3dc8-4e71-b94e-a56c54d45751","Everton Marques","https://play-lh.googleusercontent.com/a/ACg8ocKXCtAzAgmmoJZuUuUIxLbFUzZ6B0cQO9CBuuYv9L2wtfAkXw=mo","Great Wallet!!!","5","0","0","2024-10-28 13:48:34","","","1.38.1","",""
"d472716b-37bc-484b-94f1-9a08ffb777cc","Douglas Borges","https://play-lh.googleusercontent.com/a-/ALV-UjUd24HsJgiVzVhgQjQkIYn_7PxuPRYHnWYF5rNjYG5esRM0weyA","top","5","0","0","2024-04-22 18:37:46","","","1.27.1","",""
"d05f5eb6-043b-4c47-a94e-16ef1a015136","jose de souza","https://play-lh.googleusercontent.com/a/ACg8ocKg_ngTI7gp_1RluMH4EPM87llKfbV1cOFqNXVHzZQo55AfVw=mo","Vocês não tem em português?","1","0","0","2024-04-24 09:23:04","","","1.29.0","",""
"ba909475-2cf6-419b-ad1c-d2f9426d5687","eduardo borges","https://play-lh.googleusercontent.com/a/ACg8ocIFqi7e0MskrhkZGLEfGe7-BoToQ_F9e5I-0W-mfeIbSpmheg=mo","muito bom","5","0","0","2025-04-26 08:34:36","Eduardo, Obrigado pela avaliação de 5 estrelas!","2025-04-28 00:00:57","1.46.0","",""
"22de25c1-a861-4f5c-b6b5-f0056f81760d","Cesar","https://play-lh.googleusercontent.com/a/ACg8ocJCItxrQFkoSvxfAF0Vmf1gn3e7saAMVeINFOV7DV3hcFYoqA=mo","Travou meus fundos, diz saldo insuficiente sendo que tem saldo. Não recomendo.","1","0","0","2024-12-25 17:16:41","","","1.41.1","",""
"e69e0e82-27c3-453c-9649-3aa9e1c6c4d4","Willians Campos","https://play-lh.googleusercontent.com/a-/ALV-UjUaOdQK1hrRA1TrgY9f8idOaiC7DS8cGE-U4Jg-jHBxfRMDR_2D8Q","A carteira não é recuperável, voce insere a seephrese e informa que não existe","1","0","0","2024-06-09 18:01:55","Olá, Willians Campos. Para obter mais assistência, por favor acesse https://support.xverse.app/ ou visite nosso Centro de Suporte nas configurações do seu celular.","2024-06-11 03:47:21","1.31.0","",""
"cc981770-b8e2-4552-bfa9-42e7857070b8","Pedro Carlos Rodrigues","https://play-lh.googleusercontent.com/a-/ALV-UjVxCUhtgHCltMRvHs2w9pvnVolPNyfDMdXnKvQnaH48YZoj6To","excelente","5","0","0","2024-06-21 12:20:15","Hi, that's great to hear you’re enjoying Xverse! We're working on continuous improvement in building a user-friendly Bitcoin wallet. We encourage you to join the Xverse community on Twitter as we roll out more exciting updates. Follow us on X @XverseApp","2024-07-02 01:42:05","1.31.0","",""
"141c4793-f0f9-4639-b03d-8407e4f28553","LIKADUO RODRIGUEZ","https://play-lh.googleusercontent.com/a-/ALV-UjVniOq_5Fvv1cLn7gw8Ot8F1vkVRQiei1zEwvSQaIwfON5bb1ctJw","the Best","5","0","0","2024-11-27 02:11:01","Thanks for being a Xverse user Likaduo!","2024-12-01 21:47:17","1.39.3","",""
"7f0a6016-a4ef-4484-9cee-d077a9f54950","kristy gamer","https://play-lh.googleusercontent.com/a-/ALV-UjWcjiVp3MeCqZSjaIUrthrrxnLnWXWSh9VS6oaIpohBKve8sIMF","Nice and easy","5","0","0","2024-10-05 15:33:25","","","1.37.0","",""
"321f12e8-2887-4b8f-8f45-06928ddbf8c3","Hassegawa mario","https://play-lh.googleusercontent.com/a-/ALV-UjXBqMB6sGIkXyGunbgzjyhE6W32cdFVMOOZ81xT7rzoeCtFoRA7","So tem idioma Ingles pelo visto😓😓😓😓","1","0","0","2024-10-12 07:22:21","","","1.37.1","",""
"13dccf6b-0596-434b-abdf-6ff5ac4681dd","Bruno Lima","https://play-lh.googleusercontent.com/a/ACg8ocJWA6szU1y51tibuPRkT76tKrJ_jk1W8LFcZbzoyVCN1k-WEAE=mo","Pena que não tem Watch Only igual a Electrum","1","0","0","2025-09-01 14:46:32","Hey Bruno, thank you for taking the time to leave your feedback. This is something we have been looking into for future development. Please following along on our X for updates - https://x.com/xverseApp.","2025-09-07 19:52:17","","",""
