"termo","sugestao","relevancia","regiao","cliente","fonte","tipo"
"heitor","heitor guerra de troia","553","br","chrome","web","expansao_g"
"heitor","heitor guimarães","552","br","chrome","web","expansao_g"
"heitor","heitor grecia","551","br","chrome","web","expansao_g"
"heitor","heitor godoy idade","550","br","chrome","web","expansao_g"
"heitor","heitor heitor","951","br","chrome","web","expansao_h"
"heitor","heitor hirata","950","br","chrome","web","expansao_h"
"heitor","heitor henrique","801","br","chrome","web","expansao_h"
"heitor","heitor herculano de barros","800","br","chrome","web","expansao_h"
"heitor","heitor henrique significado","700","br","chrome","web","expansao_h"
"heitor","heitor heroi grego","601","br","chrome","web","expansao_h"
"heitor","heitor heroi troiano","600","br","chrome","web","expansao_h"
"heitor","heitor história","557","br","chrome","web","expansao_h"
"heitor","heitor herval","556","br","chrome","web","expansao_h"
"heitor","heitor hernandes","555","br","chrome","web","expansao_h"
"heitor","heitor haikyuu","554","br","chrome","web","expansao_h"
"heitor","heitor homem aranha","553","br","chrome","web","expansao_h"
"heitor","heitor hartmann","552","br","chrome","web","expansao_h"
"heitor","heitor hissao","551","br","chrome","web","expansao_h"
"heitor","heitor heroi","550","br","chrome","web","expansao_h"
"heitor","heitor iliada","1100","br","chrome","web","expansao_i"
"heitor","heitor internacional","700","br","chrome","web","expansao_i"
"heitor","heitor imports","650","br","chrome","web","expansao_i"
"heitor","heitor inglês","601","br","chrome","web","expansao_i"
"heitor","heitor irmao de paris","600","br","chrome","web","expansao_i"
"heitor","heitor inter","559","br","chrome","web","expansao_i"
"heitor","heitor ia","558","br","chrome","web","expansao_i"
"heitor","heitor instagram","557","br","chrome","web","expansao_i"
"heitor","heitor industria de moveis","556","br","chrome","web","expansao_i"
"heitor","heitor imports reclame aqui","555","br","chrome","web","expansao_i"
"heitor","heitor industria de moveis ltda","554","br","chrome","web","expansao_i"
"heitor","heitor imagem","553","br","chrome","web","expansao_i"
"heitor","heitor inacio","552","br","chrome","web","expansao_i"
"heitor","heitor ibge","551","br","chrome","web","expansao_i"
"heitor","heitor imitando pombo","550","br","chrome","web","expansao_i"
"heitor","heitor jogador","1251","br","chrome","web","expansao_j"
"heitor","heitor jogador do palmeiras","1250","br","chrome","web","expansao_j"
"heitor","heitor jose","700","br","chrome","web","expansao_j"
"heitor","heitor jogador de futebol","601","br","chrome","web","expansao_j"
"heitor","heitor junior","600","br","chrome","web","expansao_j"
"heitor","heitor jorge de pennafort caldas","559","br","chrome","web","expansao_j"
"heitor","heitor jose schuch","558","br","chrome","web","expansao_j"
"heitor","heitor japonês","557","br","chrome","web","expansao_j"
"heitor","heitor jose barboza pereira","556","br","chrome","web","expansao_j"
"heitor","heitor joias","555","br","chrome","web","expansao_j"
"heitor","heitor jose ribeiro de castro","554","br","chrome","web","expansao_j"
"heitor","heitor jose humberto pezzatti balista","553","br","chrome","web","expansao_j"
"heitor","heitor joao lagos","552","br","chrome","web","expansao_j"
"heitor","heitor jose significado","551","br","chrome","web","expansao_j"
"heitor","heitor jogador do corinthians","550","br","chrome","web","expansao_j"
"heitor","heitor kadri","1200","br","chrome","web","expansao_k"
"heitor","heitor kuser","750","br","chrome","web","expansao_k"
"heitor","heitor klein","601","br","chrome","web","expansao_k"
"heitor","heitor kimura","600","br","chrome","web","expansao_k"
"heitor","heitor koffermann guerreiro","560","br","chrome","web","expansao_k"
"heitor","heitor kulig branco","559","br","chrome","web","expansao_k"
"heitor","heitor krug einsfeld","558","br","chrome","web","expansao_k"
"heitor","heitor klems","557","br","chrome","web","expansao_k"
"heitor","heitor kanegae","556","br","chrome","web","expansao_k"
"heitor","heitor knorst","555","br","chrome","web","expansao_k"
"heitor","heitor kramer","554","br","chrome","web","expansao_k"
"heitor","heitor kayamori","553","br","chrome","web","expansao_k"
"heitor","heitor kiko zambianchi","552","br","chrome","web","expansao_k"
"heitor","heitor kadri onu turismo","551","br","chrome","web","expansao_k"
"heitor","heitor kramer 480","550","br","chrome","web","expansao_k"
"heitor","heitor lira uniforme","1250","br","chrome","web","expansao_l"
"heitor","heitor lira inscrições 2025","950","br","chrome","web","expansao_l"
"heitor","heitor lira colegio","651","br","chrome","web","expansao_l"
"heitor","heitor lira onde fica","650","br","chrome","web","expansao_l"
"heitor","heitor lyra","601","br","chrome","web","expansao_l"
"heitor","heitor lira cnpj","600","br","chrome","web","expansao_l"
"heitor","heitor lira horarios","557","br","chrome","web","expansao_l"
"heitor","heitor lira quem foi","556","br","chrome","web","expansao_l"
"heitor","heitor lira matricula","555","br","chrome","web","expansao_l"
"heitor","heitor lannes","554","br","chrome","web","expansao_l"
"heitor","heitor levy","553","br","chrome","web","expansao_l"
"heitor","heitor lima","552","br","chrome","web","expansao_l"
"heitor","heitor lira endereço","551","br","chrome","web","expansao_l"
"heitor","heitor loureiro","550","br","chrome","web","expansao_l"
"heitor","heitor morre em rubi","1250","br","chrome","web","expansao_m"
"heitor","heitor masterchef","700","br","chrome","web","expansao_m"
"heitor","heitor moveis","602","br","chrome","web","expansao_m"
"heitor","heitor martins","601","br","chrome","web","expansao_m"
"heitor","heitor miguel","600","br","chrome","web","expansao_m"
"heitor","heitor morre em rubi 2020","558","br","chrome","web","expansao_m"
"heitor","heitor miguel significado","557","br","chrome","web","expansao_m"
"heitor","heitor mitologia","556","br","chrome","web","expansao_m"
"heitor","heitor martinez namorada","555","br","chrome","web","expansao_m"
"heitor","heitor murat","554","br","chrome","web","expansao_m"
"heitor","heitor martinez é casado","553","br","chrome","web","expansao_m"
"heitor","heitor masterchef 2021","552","br","chrome","web","expansao_m"
"heitor","heitor menegale","551","br","chrome","web","expansao_m"
"heitor","heitor mitologia grega","550","br","chrome","web","expansao_m"
"heitor","heitor nome","1251","br","chrome","web","expansao_n"
"heitor","heitor novela rubi","1250","br","chrome","web","expansao_n"
"heitor","heitor na bíblia","701","br","chrome","web","expansao_n"
"heitor","heitor nome significado","700","br","chrome","web","expansao_n"
"heitor","heitor nome composto","650","br","chrome","web","expansao_n"
"heitor","heitor nogueira","601","br","chrome","web","expansao_n"
"heitor","heitor na mitologia grega","600","br","chrome","web","expansao_n"
"heitor","heitor nader","557","br","chrome","web","expansao_n"
"heitor","heitor não fica assim","556","br","chrome","web","expansao_n"
"heitor","heitor nome bíblico","555","br","chrome","web","expansao_n"
"heitor","heitor nagel","554","br","chrome","web","expansao_n"
"heitor","heitor nunes","553","br","chrome","web","expansao_n"
"heitor","heitor nascimento","552","br","chrome","web","expansao_n"
"heitor","heitor neves","551","br","chrome","web","expansao_n"
"heitor","heitor novela","550","br","chrome","web","expansao_n"
"heitor","heitor o boyzinho","1050","br","chrome","web","expansao_o"
"heitor","heitor origem do nome","650","br","chrome","web","expansao_o"
"heitor","heitor o cravo e a rosa","602","br","chrome","web","expansao_o"
"heitor","heitor o que significa","601","br","chrome","web","expansao_o"
"heitor","heitor o boyzinho sua música","600","br","chrome","web","expansao_o"
"heitor","heitor oliveira","559","br","chrome","web","expansao_o"
"heitor","heitor ou eitor","558","br","chrome","web","expansao_o"
"heitor","heitor o domador de cavalos","557","br","chrome","web","expansao_o"
"heitor","heitor origem","556","br","chrome","web","expansao_o"
"heitor","heitor ou reitor","555","br","chrome","web","expansao_o"
"heitor","heitor o boyzinho 2025","554","br","chrome","web","expansao_o"
"heitor","heitor odisseia","553","br","chrome","web","expansao_o"
"heitor","heitor ou hector","552","br","chrome","web","expansao_o"
"heitor","heitor obici pepino","551","br","chrome","web","expansao_o"
"heitor","heitor o boyzinho sua música 2025","550","br","chrome","web","expansao_o"
"heitor","heitor pereira","651","br","chrome","web","expansao_p"
"heitor","heitor palmeiras","650","br","chrome","web","expansao_p"
"heitor","heitor prazeres","601","br","chrome","web","expansao_p"
"heitor","heitor palhares","600","br","chrome","web","expansao_p"
"heitor","heitor ponto cruz","560","br","chrome","web","expansao_p"
"heitor","heitor penteado","559","br","chrome","web","expansao_p"
"heitor","heitor pereira moreira","558","br","chrome","web","expansao_p"
"heitor","heitor pitombo","557","br","chrome","web","expansao_p"
"heitor","heitor principe de troia","556","br","chrome","web","expansao_p"
"heitor","heitor peixoto de castro palhares","555","br","chrome","web","expansao_p"
"heitor","heitor palhares neto","554","br","chrome","web","expansao_p"
"heitor","heitor piedade junior","553","br","chrome","web","expansao_p"
"heitor","heitor penteado sp","552","br","chrome","web","expansao_p"
"heitor","heitor paiva","551","br","chrome","web","expansao_p"
"heitor","heitor penteado sao paulo","550","br","chrome","web","expansao_p"
"heitor","heitor queiroz","1251","br","chrome","web","expansao_q"
"heitor","heitor qual o significado","1250","br","chrome","web","expansao_q"
"heitor","heitor qual significado do nome","1100","br","chrome","web","expansao_q"
"heitor","heitor quem foi","901","br","chrome","web","expansao_q"
"heitor","heitor quer instalar uma escada","900","br","chrome","web","expansao_q"
"heitor","heitor que jogou no palmeiras","700","br","chrome","web","expansao_q"
"heitor","heitor quer contratar um serviço de tv por assinatura","650","br","chrome","web","expansao_q"
"heitor","heitor que se afogou na piscina","601","br","chrome","web","expansao_q"
"heitor","heitor que caiu na piscina","600","br","chrome","web","expansao_q"
"heitor","heitor quadrinhos","555","br","chrome","web","expansao_q"
"heitor","heitor quintella","554","br","chrome","web","expansao_q"
"heitor","heitor queiroz de medeiros","553","br","chrome","web","expansao_q"
"heitor","heitor qual o significado desse nome","552","br","chrome","web","expansao_q"
"heitor","heitor quantas sílabas tem","551","br","chrome","web","expansao_q"
"heitor","heitor que significa","550","br","chrome","web","expansao_q"
"heitor","heitor rubi","1250","br","chrome","web","expansao_r"
"heitor","heitor rima com","601","br","chrome","web","expansao_r"
"heitor","heitor rodrigues","600","br","chrome","web","expansao_r"
"heitor","heitor rubi ator","561","br","chrome","web","expansao_r"
"heitor","heitor rubi 2020","560","br","chrome","web","expansao_r"
"heitor","heitor ramos","559","br","chrome","web","expansao_r"
"heitor","heitor rabelo stetner","558","br","chrome","web","expansao_r"
"heitor","heitor ribeiro","557","br","chrome","web","expansao_r"
"heitor","heitor roca","556","br","chrome","web","expansao_r"
"heitor","heitor rodrigues aniversário feliz","555","br","chrome","web","expansao_r"
"heitor","heitor rodrigues da fonseca","554","br","chrome","web","expansao_r"
"heitor","heitor ravi","553","br","chrome","web","expansao_r"
"heitor","heitor rocha","552","br","chrome","web","expansao_r"
"heitor","heitor rafael","551","br","chrome","web","expansao_r"
"heitor","heitor reis","550","br","chrome","web","expansao_r"
"heitor","heitor sussai","850","br","chrome","web","expansao_s"
"heitor","heitor significado do nome","602","br","chrome","web","expansao_s"
"heitor","heitor significado bíblico","601","br","chrome","web","expansao_s"
"heitor","heitor significado personalidade","600","br","chrome","web","expansao_s"
"heitor","heitor siffert pereira de souza","559","br","chrome","web","expansao_s"
"heitor","heitor schiave","558","br","chrome","web","expansao_s"
"heitor","heitor schuch","557","br","chrome","web","expansao_s"
"heitor","heitor sussai tem quantos anos","556","br","chrome","web","expansao_s"
"heitor","heitor se casa com maribel","555","br","chrome","web","expansao_s"
"heitor","heitor santos","554","br","chrome","web","expansao_s"
"heitor","heitor significado espiritual","553","br","chrome","web","expansao_s"
"heitor","heitor soares de farias","552","br","chrome","web","expansao_s"
"heitor","heitor santana","551","br","chrome","web","expansao_s"
"heitor","heitor siffert","550","br","chrome","web","expansao_s"
"heitor","heitor tp","1251","br","chrome","web","expansao_t"
"heitor","heitor troia","1250","br","chrome","web","expansao_t"
"heitor","heitor taspio","650","br","chrome","web","expansao_t"
"heitor","heitor tomazela","603","br","chrome","web","expansao_t"
"heitor","heitor tropa do taspio","602","br","chrome","web","expansao_t"
"heitor","heitor tv","601","br","chrome","web","expansao_t"
"heitor","heitor tatuagem","600","br","chrome","web","expansao_t"
"heitor","heitor troia filme","557","br","chrome","web","expansao_t"
"heitor","heitor tp guitarrista","556","br","chrome","web","expansao_t"
"heitor","heitor tomazela idade","555","br","chrome","web","expansao_t"
"heitor","heitor teixeira","554","br","chrome","web","expansao_t"
"heitor","heitor theodoro","553","br","chrome","web","expansao_t"
"heitor","heitor twitch","552","br","chrome","web","expansao_t"
"heitor","heitor tem na bíblia","551","br","chrome","web","expansao_t"
"heitor","heitor tolezzi","550","br","chrome","web","expansao_t"
"heitor","heitor utrini","1251","br","chrome","web","expansao_u"
"heitor","heitor under undergrounds","1250","br","chrome","web","expansao_u"
"heitor","heitor ulson","601","br","chrome","web","expansao_u"
"heitor","heitor uniban","600","br","chrome","web","expansao_u"
"heitor","heitor usai","560","br","chrome","web","expansao_u"
"heitor","heitor uber","559","br","chrome","web","expansao_u"
"heitor","reitor universitário","558","br","chrome","web","expansao_u"
"heitor","heitor utfpr","557","br","chrome","web","expansao_u"
"heitor","heitor uzae de souza","556","br","chrome","web","expansao_u"
"heitor","heitor ulian","555","br","chrome","web","expansao_u"
"heitor","heitor uchoa","554","br","chrome","web","expansao_u"
"heitor","heitor usai sobrinho","553","br","chrome","web","expansao_u"
"heitor","heitor universidade","552","br","chrome","web","expansao_u"
"heitor","heitor ursinho pooh","551","br","chrome","web","expansao_u"
"heitor","heitor underground","550","br","chrome","web","expansao_u"
"heitor","heitor vila isabel","601","br","chrome","web","expansao_v"
"heitor","heitor villa lobos o trenzinho do caipira","600","br","chrome","web","expansao_v"
"heitor","heitor villa lobos escola","561","br","chrome","web","expansao_v"
"heitor","heitor villa-lobos morte","560","br","chrome","web","expansao_v"
"heitor","heitor villa lobos obras","559","br","chrome","web","expansao_v"
"heitor","heitor victor","558","br","chrome","web","expansao_v"
"heitor","heitor villa lobos biografia","557","br","chrome","web","expansao_v"
"heitor","heitor villa lobos bachianas brasileiras","556","br","chrome","web","expansao_v"
"heitor","heitor vs aquiles","555","br","chrome","web","expansao_v"
"heitor","heitor villa lobos semana de arte moderna","554","br","chrome","web","expansao_v"
"heitor","heitor vale tudo","553","br","chrome","web","expansao_v"
"heitor","heitor villa lobos músicas","552","br","chrome","web","expansao_v"
"heitor","heitor villa-lobos o trenzinho do caipira letra","551","br","chrome","web","expansao_v"
"heitor","heitor villa lobos filhos","550","br","chrome","web","expansao_v"
"heitor","heitor werneck","1251","br","chrome","web","expansao_w"
"heitor","heitor wegmann","1250","br","chrome","web","expansao_w"
"heitor","heitor wedenis","601","br","chrome","web","expansao_w"
"heitor","heitor werneck jovem","600","br","chrome","web","expansao_w"
"heitor","heitor wikipedia","560","br","chrome","web","expansao_w"
"heitor","heitor wallas","559","br","chrome","web","expansao_w"
"heitor","heitor wicks","558","br","chrome","web","expansao_w"
"heitor","heitor werneck a viagem","557","br","chrome","web","expansao_w"
"heitor","heitor walmor gross","556","br","chrome","web","expansao_w"
"heitor","heitor wensing junior","555","br","chrome","web","expansao_w"
"heitor","heitor werneck twitter","554","br","chrome","web","expansao_w"
"heitor","heitor wensing","553","br","chrome","web","expansao_w"
"heitor","heitor william","552","br","chrome","web","expansao_w"
"heitor","heitor wollinger","551","br","chrome","web","expansao_w"
"heitor","heitor workaholic","550","br","chrome","web","expansao_w"
"heitor","heitor x aquiles","1251","br","chrome","web","expansao_x"
"heitor","heitor xeque mate","1250","br","chrome","web","expansao_x"
"heitor","heitor xavier","750","br","chrome","web","expansao_x"
"heitor","heitor ximenes","650","br","chrome","web","expansao_x"
"heitor","heitor x aquiles filme","601","br","chrome","web","expansao_x"
"heitor","heitor xavier de macedo","600","br","chrome","web","expansao_x"
"heitor","heitor x layla","558","br","chrome","web","expansao_x"
"heitor","heitor x adidas pro shell adv","557","br","chrome","web","expansao_x"
"heitor","heitor ximenes a grande conquista","556","br","chrome","web","expansao_x"
"heitor","heitor x ajax","555","br","chrome","web","expansao_x"
"heitor","heitor e ricardinho","554","br","chrome","web","expansao_x"
"heitor","heitor x adidas","553","br","chrome","web","expansao_x"
"heitor","xerox heitor penteado","552","br","chrome","web","expansao_x"
"heitor","xarope heitor","551","br","chrome","web","expansao_x"
"heitor","rua heitor ximenes","550","br","chrome","web","expansao_x"
"heitor","heitor youtube","1251","br","chrome","web","expansao_y"
"heitor","heitor yargi","1250","br","chrome","web","expansao_y"
"heitor","heitor yoshimitsu arikita","601","br","chrome","web","expansao_y"
"heitor","heitor ypiranga","600","br","chrome","web","expansao_y"
"heitor","heitor yuri nogara","560","br","chrome","web","expansao_y"
"heitor","heitor yudi massuda ueda","559","br","chrome","web","expansao_y"
"heitor","heitor yamamoto","558","br","chrome","web","expansao_y"
"heitor","heitor yida","557","br","chrome","web","expansao_y"
"heitor","heitor yorkshire","556","br","chrome","web","expansao_y"
"heitor","heitor yoshida","555","br","chrome","web","expansao_y"
"heitor","heitor yoshiyuki kawano","554","br","chrome","web","expansao_y"
"heitor","heitor yuri","553","br","chrome","web","expansao_y"
"heitor","heitor yamamoto leite","552","br","chrome","web","expansao_y"
"heitor","heitor yt","551","br","chrome","web","expansao_y"
"heitor","youtube heitor costa","550","br","chrome","web","expansao_y"
"heitor","heitor zagueiro","1251","br","chrome","web","expansao_z"
"heitor","heitor zimmermann","1250","br","chrome","web","expansao_z"
"heitor","heitor zani","650","br","chrome","web","expansao_z"
"heitor","heitor zanatta","601","br","chrome","web","expansao_z"
"heitor","heitor zarour barua","600","br","chrome","web","expansao_z"
"heitor","heithor zanini","559","br","chrome","web","expansao_z"
"heitor","heitor zanatta prasnievski","558","br","chrome","web","expansao_z"
"heitor","heitor zamboni","557","br","chrome","web","expansao_z"
"heitor","heitor zagueiro gremio","556","br","chrome","web","expansao_z"
"heitor","heitor zochio fischer","555","br","chrome","web","expansao_z"
"heitor","heitor zagueiro mirassol","554","br","chrome","web","expansao_z"
"heitor","heitor zorzetto perches","553","br","chrome","web","expansao_z"
"heitor","heitor zaghetto","552","br","chrome","web","expansao_z"
"heitor","heitor zen","551","br","chrome","web","expansao_z"
"heitor","heitor zani garcia","550","br","chrome","web","expansao_z"
"heitor","heitor 07","601","br","chrome","web","expansao_0"
"heitor","0800 heitor costa","600","br","chrome","web","expansao_0"
"heitor","heitor costa 0.7","562","br","chrome","web","expansao_0"
"heitor","heitor costa 0.6","561","br","chrome","web","expansao_0"
"heitor","heitor costa 0.8","560","br","chrome","web","expansao_0"
"heitor","heitor costa 0.9","559","br","chrome","web","expansao_0"
"heitor","heitor costa 0.3","558","br","chrome","web","expansao_0"
"heitor","letra 01 heitor costa","557","br","chrome","web","expansao_0"
"heitor","letra 02 heitor costa","556","br","chrome","web","expansao_0"
"heitor","heitor costa 15 08","555","br","chrome","web","expansao_0"
"heitor","dia 01 heitor costa","554","br","chrome","web","expansao_0"
"heitor","letra 09 heitor costa","553","br","chrome","web","expansao_0"
"heitor","letra 07 heitor costa","552","br","chrome","web","expansao_0"
"heitor","heitor costa 7 0","551","br","chrome","web","expansao_0"
"heitor","heitor costa 6 0","550","br","chrome","web","expansao_0"
"heitor","heitor 1 aninho","1250","br","chrome","web","expansao_1"
"heitor","heitor 1 ano","601","br","chrome","web","expansao_1"
"heitor","heitor 10","600","br","chrome","web","expansao_1"
"heitor","heitor 123","561","br","chrome","web","expansao_1"
"heitor","heitor 10.0","560","br","chrome","web","expansao_1"
"heitor","heitor 15","559","br","chrome","web","expansao_1"
"heitor","heitor 12","558","br","chrome","web","expansao_1"
"heitor","heitor 10mg","557","br","chrome","web","expansao_1"
"heitor","heitor 1 mes","556","br","chrome","web","expansao_1"
"heitor","1508 heitor costa","555","br","chrome","web","expansao_1"
"heitor","1832 heitor penteado","554","br","chrome","web","expansao_1"
"heitor","heitor penteado 1540","553","br","chrome","web","expansao_1"
"heitor","heitor costa 10.0","552","br","chrome","web","expansao_1"
"heitor","heitor penteado 1310","551","br","chrome","web","expansao_1"
"heitor","heitor costa 10.0 sua música","550","br","chrome","web","expansao_1"
"heitor","heitor 2025","1250","br","chrome","web","expansao_2"
"heitor","heitor 2024","601","br","chrome","web","expansao_2"
"heitor","heitor 2 anos","600","br","chrome","web","expansao_2"
"heitor","heitor atualizado 2024","561","br","chrome","web","expansao_2"
"heitor","heitor 2024 sua música","560","br","chrome","web","expansao_2"
"heitor","heitor 2023","559","br","chrome","web","expansao_2"
"heitor","heitor 2024 filme","558","br","chrome","web","expansao_2"
"heitor","heitor 2.0","557","br","chrome","web","expansao_2"
"heitor","heitor 2022","556","br","chrome","web","expansao_2"
"heitor","heitor 23","555","br","chrome","web","expansao_2"
"heitor","heitor 25","554","br","chrome","web","expansao_2"
"heitor","heitor 244","553","br","chrome","web","expansao_2"
"heitor","heitor 2 meses","552","br","chrome","web","expansao_2"
"heitor","heitor costa 2024 sua música","551","br","chrome","web","expansao_2"
"heitor","heitor 3 porquinhos","1250","br","chrome","web","expansao_3"
"heitor","heitor 3.0","601","br","chrome","web","expansao_3"
"heitor","heitor 3 anos","600","br","chrome","web","expansao_3"
"heitor","heitor 3 meses","561","br","chrome","web","expansao_3"
"heitor","heitor 3d","560","br","chrome","web","expansao_3"
"heitor","heitor 3 anos patrulha canina","559","br","chrome","web","expansao_3"
"heitor","heitor 300","558","br","chrome","web","expansao_3"
"heitor","heitor costa 3.0","557","br","chrome","web","expansao_3"
"heitor","heitor blum 310","556","br","chrome","web","expansao_3"
"heitor","heitor costa 3.0 sua música","555","br","chrome","web","expansao_3"
"heitor","heitor costa 3.0 completo","554","br","chrome","web","expansao_3"
"heitor","heitor manganelli 300","553","br","chrome","web","expansao_3"
"heitor","heitor rigon 3","552","br","chrome","web","expansao_3"
"heitor","heitor peixoto 318","551","br","chrome","web","expansao_3"
