rank,titulo,autores,autores_lista,ano,link,resumo,citacoes,referencias,venue,fields_of_study,publication_types,publication_date,journal,paper_id,external_ids,is_open_access,open_access_pdf,termo,tentativa
11,"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World","D. Tapscott, Alex Tapscott","['D. Tapscott', 'Alex Tapscott']",2016,https://www.semanticscholar.org/paper/2cf79e894671e57fdd9e78e738fd070dd2bde219,,1328,0,,Engineering,None,2016-05-07,,2cf79e894671e57fdd9e78e738fd070dd2bde219,"{""MAG"": ""2738122318"", ""CorpusId"": 117147578}",False,,BITCOIN,2
12,Is Bitcoin a Substitute for Traditional Commodity Money? A Safe Haven for Africa’s Forex Markets during the COVID-19 Outbreak,"Maurice Omane-Adjepong, Imhotep Paul Alagidede","['Maurice Omane-Adjepong', 'Imhotep Paul Alagidede']",2020,https://www.semanticscholar.org/paper/5fd518fc02fef710fd15ede0e537c2f50d728e69,"Bitcoin has been reported by empirical studies as mostly isolated or uncorrelated with conventional financial assets, thereby expounding its safe haven potentials in both normal and crisis periods. However, instead of the assumptions, the COVID-19 outbreak presents a maiden real global market turbulence period to re-examine bitcoin’s safety net features. This paper, therefore, provides answers as to whether bitcoin overrides traditionally acclaimed store of value commodities like gold, silver, palladium, and platinum, to give shelter for foreign exchange rate market investments during the epidemic and pandemic periods of the COVID-19 crisis. Our results put gold and silver ahead of the other safe haven candidates in both crisis periods and signal that investors can still hold them in trust during these stressful market periods. Further results show that bitcoin contested fairly well during the epidemic phase, however, it lost out to place last as the crisis transitioned to a pandemic, indicative of a temporal safety net properties. This implies that bitcoin, for now, offers less relevance to mitigate investment losses of Africa’s currency market investors.",512,27,Social Science Research Network,Medicine,None,2020-09-21,FinPlanRN: Portfolio Choice (Topic),5fd518fc02fef710fd15ede0e537c2f50d728e69,"{""DOI"": ""10.2139/ssrn.3696317"", ""CorpusId"": 212568182}",False,,BITCOIN,2
13,Bitcoin and Beyond: A Technical Survey on Decentralized Digital Currencies,"Florian Tschorsch, Björn Scheuermann","['Florian Tschorsch', 'Björn Scheuermann']",2016,https://www.semanticscholar.org/paper/8db5d1d7169a1f5391cb184332b95835ae668cf4,,1465,326,IEEE Communications Surveys and Tutorials,Computer Science,"JournalArticle, Review",2016-03-02,IEEE Communications Surveys & Tutorials,8db5d1d7169a1f5391cb184332b95835ae668cf4,"{""DBLP"": ""journals/comsur/TschorschS16"", ""MAG"": ""3031340312"", ""DOI"": ""10.1109/COMST.2016.2535718"", ""CorpusId"": 5115101}",False,,BITCOIN,2
14,The economics of cryptocurrency: Bitcoin and beyond,"Jonathan Chiu, Thorsten V. Koeppl","['Jonathan Chiu', 'Thorsten V. Koeppl']",2022,https://www.semanticscholar.org/paper/5f80d91109085ff9a80bd25cdddfec6b8fea6d5e,,195,19,Canadian Journal of Economics/Revue canadienne d'économique,None,None,2022-10-23,Canadian Journal of Economics/Revue canadienne d'économique,5f80d91109085ff9a80bd25cdddfec6b8fea6d5e,"{""DOI"": ""10.1111/caje.12625"", ""CorpusId"": 38186821}",False,,BITCOIN,2
15,Anti-Money Laundering in Bitcoin: Experimenting with Graph Convolutional Networks for Financial Forensics,"Mark Weber, Giacomo Domeniconi, Jie Chen, D. Weidele, Claudio Bellei, Tom Robinson, C. Leiserson","['Mark Weber', 'Giacomo Domeniconi', 'Jie Chen', 'D. Weidele', 'Claudio Bellei', 'Tom Robinson', 'C. Leiserson']",2019,https://www.semanticscholar.org/paper/68140108c35dea33e6d00efb3639e5df7bdc6073,"Anti-money laundering (AML) regulations play a critical role in safeguarding financial systems, but bear high costs for institutions and drive financial exclusion for those on the socioeconomic and international margins. The advent of cryptocurrency has introduced an intriguing paradox: pseudonymity allows criminals to hide in plain sight, but open data gives more power to investigators and enables the crowdsourcing of forensic analysis. Meanwhile advances in learning algorithms show great promise for the AML toolkit. In this workshop tutorial, we motivate the opportunity to reconcile the cause of safety with that of financial inclusion. We contribute the Elliptic Data Set, a time series graph of over 200K Bitcoin transactions (nodes), 234K directed payment flows (edges), and 166 node features, including ones based on non-public data; to our knowledge, this is the largest labelled transaction data set publicly available in any cryptocurrency. We share results from a binary classification task predicting illicit transactions using variations of Logistic Regression (LR), Random Forest (RF), Multilayer Perceptrons (MLP), and Graph Convolutional Networks (GCN), with GCN being of special interest as an emergent new method for capturing relational information. The results show the superiority of Random Forest (RF), but also invite algorithmic work to combine the respective powers of RF and graph methods. Lastly, we consider visualization for analysis and explainability, which is difficult given the size and dynamism of real-world transaction graphs, and we offer a simple prototype capable of navigating the graph and observing model performance on illicit activity over time. With this tutorial and data set, we hope to a) invite feedback in support of our ongoing inquiry, and b) inspire others to work on this societally important challenge.",376,25,arXiv.org,"Computer Science, Economics","JournalArticle, Review",2019-07-31,ArXiv,68140108c35dea33e6d00efb3639e5df7bdc6073,"{""ArXiv"": ""1908.02591"", ""DBLP"": ""journals/corr/abs-1908-02591"", ""MAG"": ""2965374788"", ""CorpusId"": 199472611}",False,,BITCOIN,2
16,Risk Transmissions between Bitcoin and Traditional Financial Assets during the COVID-19 Era: The Role of Global Uncertainties,"Ahmed H. Elsayed, Giray Gozgor, Chi Keung Marco Lau","['Ahmed H. Elsayed', 'Giray Gozgor', 'Chi Keung Marco Lau']",2022,https://www.semanticscholar.org/paper/4eb8ef70ca301552b09dbbc449011e62fb2d419c,"This paper examines return and volatility connectedness between Bitcoin, traditional financial assets (Crude Oil, Gold, Stocks, Bonds, and the United States Dollar-USD), and major global uncertainty measures (the Economic Policy Uncertainty-EPU, the Twitter-based Economic Uncertainty-TEU, and the Volatility Index-VIX) from April 29, 2013, to June 30, 2020. To this end, the Time-Varying Parameter Vector Autoregression (TVP-VAR) model, dynamic connectedness approaches, and network analyses are used. The results indicate that total spillover indices reached unprecedented levels during COVID-19 and have remained high since then. The evidence also confirms the high return and volatility spillovers across markets during the COVID-19 era. Regarding the return spillovers, Gold is the centre of the system and demonstrates the safe heaven properties. Bitcoin is a net transmitter of volatility spillovers to other markets, particularly during the COVID-19 period. Furthermore, the causality-in-variance Lagrange Multiplier (LM) and the Fourier LM tests' results confirm a unidirectional volatility transmission from Bitcoin to Gold, Stocks, Bonds, the VIX and Crude Oil. Interestingly the EPU is the only global factor that causes higher volatility in Bitcoin. Several potential implications of the results are also discussed.",170,56,Social Science Research Network,Medicine,None,2022-02-01,SSRN Electronic Journal,4eb8ef70ca301552b09dbbc449011e62fb2d419c,"{""DOI"": ""10.2139/ssrn.4024324"", ""CorpusId"": 246594622}",True,https://durham-repository.worktribe.com/preview/1217733/35314.pdf,BITCOIN,2
17,Is Bitcoin Really Untethered?,"J. Griffin, Amin Shams","['J. Griffin', 'Amin Shams']",2020,https://www.semanticscholar.org/paper/68474d74d313140d3ab4ae258f515370cddcc684,"This paper investigates whether Tether, a digital currency pegged to the U.S. dollar, influenced Bitcoin and other cryptocurrency prices during the 2017 boom. Using algorithms to analyze blockchain data, we find that purchases with Tether are timed following market downturns and result in sizable increases in Bitcoin prices. The flow is attributable to one entity, clusters below round prices, induces asymmetric autocorrelations in Bitcoin, and suggests insufficient Tether reserves before month-ends. Rather than demand from cash investors, these patterns are most consistent with the supply-based hypothesis of unbacked digital money inflating cryptocurrency prices. INNOVATION, EXCESSIVE SPECULATION, AND DUBIOUS behavior are often closely linked. Periods of extreme price increases followed by implosion, commonly known as “bubbles,” are often associated with legitimate inventions, technologies, or opportunities. However, they can be carried to excess. In particular, financial bubbles often coincide with the belief that a rapid gain can be ∗John M. Griffin is at the McCombs School of Business, University of Texas at Austin. Amin Shams is at the Fisher College of Business, Ohio State University. Helpful comments were received from Stefan Nagel (the editor); an associate editor; two anonymous referees; Cesare Fracassi; Sam Kruger; Shaun MaGruder; Gregor Matvos; Nikolai Roussanov; Clemens Sialm; and seminar and conference participants at the Chinese University of Hong Kong, Cryptocurrencies and Blockchain Conference at the University of Chicago, FBI CPA Conference, Financial Intelligence and Investigations Conference, Fintech Conference at the Hong Kong University, Hong Kong University of Science and Technology, Hong Kong Securities and Futures Commission, Korea Advanced Institute of Science and Technology, Korean Financial Supervisory Service, Japan Financial Services Agency, Santa Clara University, Texas Bitcoin Conference, Tsinghua University, U.S. Commodity Futures Trading Commission, University of Texas-Austin, University of Zurich, and Wharton Liquidity Conference at the University of Pennsylvania. Integra FEC purchased data and provided research assistant support for the project. Griffin is an owner of Integra FEC, which engages in financial consulting on a variety of issues related to financial fraud, including cryptocurrencies. See disclosure statement. We especially thank Tin Dinh for excellent conceptual assistance and Prateek Mahajan for research assistance. Correspondence: Amin Shams, Department of Finance, Ohio State University, 2100 Neil Ave, Columbus, OH 43210; e-mail: shams.22@osu.edu. This is an open access article under the terms of the Creative Commons Attribution-NonCommercial License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited and is not used for commercial purposes. DOI: 10.1111/jofi.12903 C © 2020 The Authors. The Journal of Finance published by Wiley Periodicals LL",369,54,,None,None,,,68474d74d313140d3ab4ae258f515370cddcc684,"{""DOI"": ""10.1111/jofi.12903"", ""CorpusId"": 229576274}",True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jofi.12903,BITCOIN,2
18,Bitcoin : A Peer-to-Peer Electronic Cash System,Satoshi Nakamoto,['Satoshi Nakamoto'],2009,https://www.semanticscholar.org/paper/ecdd0f2d494ea181792ed0eb40900a5d2786f9c4,,2119,0,,Business,None,,,ecdd0f2d494ea181792ed0eb40900a5d2786f9c4,"{""MAG"": ""3006291909"", ""CorpusId"": 213739669}",False,,BITCOIN,2
19,The Carbon Footprint of Bitcoin,"Christian Stoll, Lena KlaaBen, Ulrich Gallersdörfer","['Christian Stoll', 'Lena KlaaBen', 'Ulrich Gallersdörfer']",2019,https://www.semanticscholar.org/paper/4dd8fe53cad1826186e0a82508f0ab7285ce58bc,"Summary Participation in the Bitcoin blockchain validation process requires specialized hardware and vast amounts of electricity, which translates into a significant carbon footprint. Here, we demonstrate a methodology for estimating the power consumption associated with Bitcoin’s blockchain based on IPO filings of major hardware manufacturers, insights on mining facility operations, and mining pool compositions. We then translate our power consumption estimate into carbon emissions, using the localization of IP addresses. We determine the annual electricity consumption of Bitcoin, as of November 2018, to be 45.8 TWh and estimate that annual carbon emissions range from 22.0 to 22.9 MtCO2. This means that the emissions produced by Bitcoin sit between the levels produced by the nations of Jordan and Sri Lanka, which is comparable to the level of Kansas City. With this article, we aim to gauge the external costs of Bitcoin and inform the broader debate on the costs and benefits of cryptocurrencies.",396,41,Joule,Business,None,2019-02-16,,4dd8fe53cad1826186e0a82508f0ab7285ce58bc,"{""MAG"": ""2949656921"", ""DOI"": ""10.2139/ssrn.3335781"", ""CorpusId"": 197893317}",False,,BITCOIN,2
20,Cryptocurrency technology revolution: are Bitcoin prices and terrorist attacks related?,"Yu Song, Bo Chen, Xinyi Wang","['Yu Song', 'Bo Chen', 'Xinyi Wang']",2023,https://www.semanticscholar.org/paper/4ad242ed041bb31abfe27e0b8d9070306e8dab9d,"As a financial innovation of the information age, cryptocurrency is a complex concept with clear advantages and disadvantages and is worthy of discussion. Exploring from a terrorism perspective, this study uses the time-varying parameter/stochastic volatility vector autoregression model to explore the risk hedging and terrorist financing capabilities of Bitcoin. Empirical results show that both terrorist incidents and brutality may explain Bitcoin price, but their effects are slightly different. Compared to terrorist brutality, terrorist incidents have a weaker impact on Bitcoin price, showing that Bitcoin investors are more concerned about the number of deaths than the frequency of terrorist attacks. In turn, the impact of Bitcoin price on terrorist attacks is negligible. Bitcoin is a potential means of financing terrorism, but it does not currently play an important role. Our research findings can help investors analyze and predict Bitcoin prices and help improve the theoretical system of anti-terrorist financing, helping to maintain world peace and security.",26,88,Financial Innovation,Medicine,JournalArticle,2023-01-21,Financial Innovation,4ad242ed041bb31abfe27e0b8d9070306e8dab9d,"{""PubMedCentral"": ""9860235"", ""DOI"": ""10.1186/s40854-022-00445-3"", ""CorpusId"": 256168677, ""PubMed"": ""36712148""}",True,https://jfin-swufe.springeropen.com/counter/pdf/10.1186/s40854-022-00445-3,BITCOIN,2
